test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
FBtr0085093	FBgn0004903	-	3R:26872128-26875742	young	old	OK	31.401	20.6848	-0.602244	-1.59631	5e-05	0.000518851	yes
FBtr0085101	FBgn0029170	-	3R:26996979-27064199	young	old	OK	2.35197	4.48244	0.930417	1.50954	5e-05	0.000518851	yes
FBtr0085104	FBgn0039483	-	3R:27094532-27095856	young	old	OK	86.5209	50.3304	-0.781617	-2.65994	5e-05	0.000518851	yes
FBtr0085110	FBgn0029155	-	3R:27151661-27157603	young	old	OK	65.0688	39.9221	-0.704779	-2.49199	5e-05	0.000518851	yes
FBtr0085114	FBgn0039495	-	3R:27161157-27162911	young	old	OK	4.70281	9.08336	0.949702	2.12692	5e-05	0.000518851	yes
FBtr0085131	FBgn0039488	-	3R:27115151-27116707	young	old	OK	1.74614	3.33835	0.93496	1.58797	5e-05	0.000518851	yes
FBtr0085133	FBgn0039486	-	3R:27102987-27106184	young	old	OK	50.7021	35.2242	-0.525478	-1.6361	5e-05	0.000518851	yes
FBtr0085135	FBgn0039481	-	3R:27089703-27091130	young	old	OK	1.4666	0.616905	-1.24936	-1.30654	5e-05	0.000518851	yes
FBtr0085196	FBgn0002772	-	3R:27657077-27660177	young	old	OK	154.973	86.2906	-0.844741	-2.84035	5e-05	0.000518851	yes
FBtr0085210	FBgn0039525	-	3R:27559378-27561319	young	old	OK	11.2594	19.9629	0.82619	2.20321	5e-05	0.000518851	yes
FBtr0085241	FBgn0086346	-	3R:27695234-27700110	young	old	OK	31.5313	46.8445	0.571097	2.02661	5e-05	0.000518851	yes
FBtr0085254	FBgn0039562	-	3R:27948710-27954112	young	old	OK	30.3218	39.3494	0.37599	1.30102	5e-05	0.000518851	yes
FBtr0085266	FBgn0039561	-	3R:27942795-27948021	young	old	OK	23.7086	30.9567	0.38484	1.35749	5e-05	0.000518851	yes
FBtr0085307	FBgn0039593	-	3R:28670703-28672021	young	old	OK	4.53415	7.53088	0.731987	1.47542	5e-05	0.000518851	yes
FBtr0085316	FBgn0039595	-	3R:28737108-28744782	young	old	OK	0.870167	0.371505	-1.22791	-1.47146	5e-05	0.000518851	yes
FBtr0085356	FBgn0005642	-	3R:28807982-28811337	young	old	OK	4.56492	6.28477	0.46127	1.24528	5e-05	0.000518851	yes
FBtr0085362	FBgn0039629	-	3R:29052679-29053913	young	old	OK	38.7446	50.4723	0.381496	1.23838	5e-05	0.000518851	yes
FBtr0085366	FBgn0039635	-	3R:29113070-29116197	young	old	OK	69.6188	43.4842	-0.678985	-2.04919	5e-05	0.000518851	yes
FBtr0085383	FBgn0039640	-	3R:29138661-29146893	young	old	OK	4.55487	6.97793	0.615388	1.40007	5e-05	0.000518851	yes
FBtr0085390	FBgn0014427	-	3R:29200453-29202525	young	old	OK	44.8369	63.1045	0.493056	1.64226	5e-05	0.000518851	yes
FBtr0085401	FBgn0051445	-	3R:29240579-29244827	young	old	OK	26.1525	34.9885	0.419934	1.46894	5e-05	0.000518851	yes
FBtr0085410	FBgn0041588	-	3R:29148247-29151794	young	old	OK	5.51363	10.439	0.920914	1.19219	5e-05	0.000518851	yes
FBtr0085433	FBgn0039665	-	3R:29491523-29493518	young	old	OK	3.1602	5.79692	0.875271	1.49519	5e-05	0.000518851	yes
FBtr0085441	FBgn0000492	-	3R:29556385-29565244	young	old	OK	3.89173	6.11798	0.652643	1.61429	5e-05	0.000518851	yes
FBtr0085450	FBgn0039678	-	3R:29671656-29672334	young	old	OK	63.9431	29.0666	-1.13743	-2.27192	5e-05	0.000518851	yes
FBtr0085488	FBgn0039709	-	3R:29841656-29857491	young	old	OK	4.09866	8.38028	1.03185	2.45298	5e-05	0.000518851	yes
FBtr0085531	FBgn0039703	-	3R:29816737-29817764	young	old	OK	53.3124	19.7561	-1.43217	-4.17954	5e-05	0.000518851	yes
FBtr0085541	FBgn0020235	-	3R:29747703-29749163	young	old	OK	111.932	80.9733	-0.467099	-1.61368	5e-05	0.000518851	yes
FBtr0085551	FBgn0039734	-	3R:30000529-30003678	young	old	OK	15.2852	8.75043	-0.804711	-2.28653	5e-05	0.000518851	yes
FBtr0085571	FBgn0039756	-	3R:30196359-30202998	young	old	OK	14.7893	19.4231	0.393222	1.17452	5e-05	0.000518851	yes
FBtr0085602	FBgn0039738	-	3R:30015512-30022221	young	old	OK	24.271	15.9388	-0.60669	-1.34327	5e-05	0.000518851	yes
FBtr0085679	FBgn0039789	-	3R:30584019-30587302	young	old	OK	9.68566	20.2435	1.06353	3.32667	5e-05	0.000518851	yes
FBtr0085682	FBgn0027654	-	3R:30517058-30527037	young	old	OK	137.936	100.239	-0.460557	-1.22336	5e-05	0.000518851	yes
FBtr0085710	FBgn0039805	-	3R:30867520-30869184	young	old	OK	7.3976	1.58499	-2.22259	-3.78896	5e-05	0.000518851	yes
FBtr0085712	FBgn0015032	-	3R:30894037-30900688	young	old	OK	3.38994	1.54578	-1.13292	-2.01127	5e-05	0.000518851	yes
FBtr0085718	FBgn0039807	-	3R:30874364-30876186	young	old	OK	10.6895	14.1666	0.406301	1.15221	5e-05	0.000518851	yes
FBtr0085753	FBgn0013973	-	3R:31134391-31178278	young	old	OK	31.7286	24.2033	-0.39058	-1.25716	5e-05	0.000518851	yes
FBtr0085774	FBgn0039830	-	3R:31216144-31219630	young	old	OK	438.968	285.617	-0.620034	-1.93697	5e-05	0.000518851	yes
FBtr0085778	FBgn0267435	-	3R:31204179-31210730	young	old	OK	334.881	240.532	-0.477423	-1.38057	5e-05	0.000518851	yes
FBtr0085795	FBgn0003268	-	3R:31580950-31588244	young	old	OK	1.17385	1.78551	0.605096	1.41047	5e-05	0.000518851	yes
FBtr0085836	FBgn0039869	-	3R:31743489-31744248	young	old	OK	30.0583	42.6344	0.504254	1.38648	5e-05	0.000518851	yes
FBtr0085845	FBgn0027620	-	3R:31793980-31805278	young	old	OK	6.14206	4.07367	-0.592393	-1.52462	5e-05	0.000518851	yes
FBtr0085849	FBgn0266268	-	3R:31810459-31812296	young	old	OK	10.8574	18.746	0.787909	1.98042	5e-05	0.000518851	yes
FBtr0085876	FBgn0002645	-	3R:32055278-32068441	young	old	OK	13.8041	24.4596	0.82531	1.30484	5e-05	0.000518851	yes
FBtr0085897	FBgn0023416	-	2L:21632586-21647964	young	old	OK	44.1816	26.8814	-0.716837	-2.57145	5e-05	0.000518851	yes
FBtr0085906	FBgn0003866	-	2L:21828592-21837011	young	old	OK	1.06191	1.60392	0.594931	1.22695	5e-05	0.000518851	yes
FBtr0085917	FBgn0032957	-	2L:21663805-21677530	young	old	OK	31.1809	20.4532	-0.608339	-1.3626	5e-05	0.000518851	yes
FBtr0085987	FBgn0033065	-	2R:6173683-6176195	young	old	OK	31.9353	52.1439	0.707346	2.22683	5e-05	0.000518851	yes
FBtr0085988	FBgn0040502	-	2R:6179725-6180356	young	old	OK	614.562	323.26	-0.926862	-3.33174	5e-05	0.000518851	yes
FBtr0085991	FBgn0050431	-	2R:6202724-6205224	young	old	OK	4.64857	10.8419	1.22176	2.99717	5e-05	0.000518851	yes
FBtr0086005	FBgn0033067	-	2R:6180925-6181626	young	old	OK	263.143	49.0307	-2.42409	-7.51231	5e-05	0.000518851	yes
FBtr0086029	FBgn0000043	-	2R:6013909-6015689	young	old	OK	9.70589	28.8812	1.5732	4.53417	5e-05	0.000518851	yes
FBtr0086033	FBgn0033048	-	2R:5960274-5966856	young	old	OK	1.12139	3.0363	1.43703	2.24284	5e-05	0.000518851	yes
FBtr0086036	FBgn0033031	-	2R:5668382-5669986	young	old	OK	69.9813	38.4943	-0.862324	-2.91119	5e-05	0.000518851	yes
FBtr0086037	FBgn0033032	-	2R:5671740-5672800	young	old	OK	13.2035	18.492	0.485983	1.25454	5e-05	0.000518851	yes
FBtr0086060	FBgn0033033	-	2R:5676749-5691723	young	old	OK	30.9895	48.0042	0.631382	1.74415	5e-05	0.000518851	yes
FBtr0086107	FBgn0042085	-	2R:6636511-6642358	young	old	OK	2.65305	3.54432	0.417857	1.12442	5e-05	0.000518851	yes
FBtr0086125	FBgn0028579	-	2R:6741898-6746141	young	old	OK	14.144	9.8619	-0.520256	-1.66093	5e-05	0.000518851	yes
FBtr0086143	FBgn0259977	-	2R:6673603-6693162	young	old	OK	5.31455	9.53019	0.842557	1.56327	5e-05	0.000518851	yes
FBtr0086148	FBgn0033079	-	2R:6642417-6645098	young	old	OK	59.9101	40.6582	-0.559252	-1.90839	5e-05	0.000518851	yes
FBtr0086165	FBgn0050158	-	2R:6891759-6922613	young	old	OK	21.9156	15.1862	-0.529196	-1.82109	5e-05	0.000518851	yes
FBtr0086180	FBgn0029506	-	2R:7012253-7018362	young	old	OK	273.525	344.665	0.333521	1.17984	5e-05	0.000518851	yes
FBtr0086181	FBgn0029507	-	2R:7009497-7011739	young	old	OK	34.2544	169.284	2.30509	6.68274	5e-05	0.000518851	yes
FBtr0086214	FBgn0034511	-	2R:20526310-20526825	young	old	OK	19.3304	46.1191	1.2545	2.86464	5e-05	0.000518851	yes
FBtr0086215	FBgn0050154	-	2R:20533358-20533934	young	old	OK	15.1546	36.7372	1.27749	2.69719	5e-05	0.000518851	yes
FBtr0086216	FBgn0034512	-	2R:20534244-20535835	young	old	OK	251.936	668.955	1.40885	4.87978	5e-05	0.000518851	yes
FBtr0086238	FBgn0040726	-	2R:20698482-20750442	young	old	OK	22.2666	13.449	-0.727385	-2.47564	5e-05	0.000518851	yes
FBtr0086269	FBgn0050151	-	2R:20528502-20529464	young	old	OK	9.91577	15.4688	0.641565	1.50197	5e-05	0.000518851	yes
FBtr0086292	FBgn0034509	-	2R:20503583-20504202	young	old	OK	345.382	272.907	-0.339786	-1.22211	5e-05	0.000518851	yes
FBtr0086303	FBgn0034497	-	2R:20279065-20281127	young	old	OK	51.8597	25.7398	-1.01061	-3.27582	5e-05	0.000518851	yes
FBtr0086308	FBgn0005655	-	2R:20261753-20262883	young	old	OK	0.414827	1.34678	1.69894	1.49423	5e-05	0.000518851	yes
FBtr0086325	FBgn0034480	-	2R:20003619-20005003	young	old	OK	7.95727	12.2859	0.62666	1.5131	5e-05	0.000518851	yes
FBtr0086327	FBgn0034471	-	2R:19712094-19712932	young	old	OK	413.178	565.098	0.451738	1.49109	5e-05	0.000518851	yes
FBtr0086336	FBgn0034476	-	2R:19826577-19832973	young	old	OK	6.33394	3.73746	-0.761044	-2.33642	5e-05	0.000518851	yes
FBtr0086342	FBgn0034474	-	2R:19783483-19784043	young	old	OK	218.023	143.376	-0.604683	-1.61907	5e-05	0.000518851	yes
FBtr0086476	FBgn0034468	-	2R:19697722-19698508	young	old	OK	12.598	57.7933	2.19771	4.81881	5e-05	0.000518851	yes
FBtr0086477	FBgn0034470	-	2R:19702923-19703915	young	old	OK	305.334	567.52	0.894285	2.10515	5e-05	0.000518851	yes
FBtr0086499	FBgn0040732	-	2R:19497751-19501418	young	old	OK	53.0897	68.9665	0.377465	1.16602	5e-05	0.000518851	yes
FBtr0086551	FBgn0034443	-	2R:19396214-19396849	young	old	OK	39.4942	57.6587	0.545897	1.41374	5e-05	0.000518851	yes
FBtr0086559	FBgn0034433	-	2R:19307446-19310665	young	old	OK	29.765	16.1843	-0.879022	-1.72427	5e-05	0.000518851	yes
FBtr0086577	FBgn0004168	-	2R:19067154-19121958	young	old	OK	9.55491	6.38537	-0.581472	-1.86852	5e-05	0.000518851	yes
FBtr0086593	FBgn0034417	-	2R:19122230-19129300	young	old	OK	8.15243	14.6837	0.848913	2.25338	5e-05	0.000518851	yes
FBtr0086620	FBgn0004240	-	2R:18865764-18866260	young	old	OK	46.2301	76.2335	0.721591	1.21898	5e-05	0.000518851	yes
FBtr0086621	FBgn0034407	-	2R:18867390-18868167	young	old	OK	25.9288	51.8607	1.00009	1.81284	5e-05	0.000518851	yes
FBtr0086629	FBgn0034398	-	2R:18833371-18834775	young	old	OK	446.784	580.703	0.378222	1.32717	5e-05	0.000518851	yes
FBtr0086633	FBgn0034394	-	2R:18808355-18815641	young	old	OK	264.727	189.564	-0.481817	-1.64364	5e-05	0.000518851	yes
FBtr0086652	FBgn0023214	-	2R:18667526-18673536	young	old	OK	17.0791	26.3576	0.625992	1.87003	5e-05	0.000518851	yes
FBtr0086662	FBgn0034329	-	2R:18383948-18384378	young	old	OK	277.21	358.077	0.369289	1.21557	5e-05	0.000518851	yes
FBtr0086669	FBgn0034335	-	2R:18396637-18399223	young	old	OK	9.69638	19.5976	1.01516	2.28922	5e-05	0.000518851	yes
FBtr0086674	FBgn0063494	-	2R:18406010-18406761	young	old	OK	60.1974	131.945	1.13216	3.74837	5e-05	0.000518851	yes
FBtr0086675	FBgn0063493	-	2R:18406923-18407688	young	old	OK	13.2685	24.5042	0.885022	2.10974	5e-05	0.000518851	yes
FBtr0086676	FBgn0063492	-	2R:18407833-18408955	young	old	OK	7.93593	27.8164	1.80946	3.90983	5e-05	0.000518851	yes
FBtr0086701	FBgn0003067	-	2R:18536766-18539416	young	old	OK	209.986	440.422	1.06859	3.14429	5e-05	0.000518851	yes
FBtr0086719	FBgn0028496	-	2R:18456601-18498026	young	old	OK	21.0843	14.3921	-0.550888	-1.88596	5e-05	0.000518851	yes
FBtr0086729	FBgn0034328	-	2R:18382703-18383235	young	old	OK	5.17472	9.51454	0.878653	1.23045	5e-05	0.000518851	yes
FBtr0086733	FBgn0028983	-	2R:18126346-18128210	young	old	OK	15.2506	30.3646	0.993527	2.89193	5e-05	0.000518851	yes
FBtr0086828	FBgn0040294	-	2R:17568731-17572784	young	old	OK	5.42623	8.48094	0.644274	1.32019	5e-05	0.000518851	yes
FBtr0086895	FBgn0034253	-	2R:17604950-17639138	young	old	OK	1.12241	0.66912	-0.74626	-1.2876	5e-05	0.000518851	yes
FBtr0086909	FBgn0010620	-	2R:17394592-17405171	young	old	OK	20.392	28.4428	0.480063	1.5362	5e-05	0.000518851	yes
FBtr0086912	FBgn0022029	-	2R:17420406-17427511	young	old	OK	11.6823	16.5713	0.504371	1.22487	5e-05	0.000518851	yes
FBtr0086947	FBgn0010409	-	2R:17546405-17547462	young	old	OK	963.989	1302.17	0.433829	1.4676	5e-05	0.000518851	yes
FBtr0086963	FBgn0050101	-	2R:17408257-17410204	young	old	OK	1.29922	0.127984	-3.34362	-2.4816	5e-05	0.000518851	yes
FBtr0086982	FBgn0034194	-	2R:17108843-17114360	young	old	OK	5.21513	8.60333	0.722194	1.40542	5e-05	0.000518851	yes
FBtr0087044	FBgn0046999	-	2R:16873014-16873755	young	old	OK	20.1825	38.4423	0.929586	2.3671	5e-05	0.000518851	yes
FBtr0087047	FBgn0004784	-	2R:16898534-16901575	young	old	OK	339.082	262.153	-0.371227	-1.2134	5e-05	0.000518851	yes
FBtr0087056	FBgn0004580	-	2R:16973926-16998594	young	old	OK	87.111	38.3027	-1.18541	-2.98622	5e-05	0.000518851	yes
FBtr0087059	FBgn0034176	-	2R:17000243-17001941	young	old	OK	20.3485	28.426	0.48229	1.51154	5e-05	0.000518851	yes
FBtr0087071	FBgn0025833	-	2R:16873771-16895652	young	old	OK	25.468	15.5831	-0.708702	-2.19315	5e-05	0.000518851	yes
FBtr0087073	FBgn0014870	-	2R:16856219-16867714	young	old	OK	28.9502	20.2844	-0.513204	-1.22971	5e-05	0.000518851	yes
FBtr0087139	FBgn0028424	-	2R:16287585-16294130	young	old	OK	30.1374	44.4038	0.559127	1.69257	5e-05	0.000518851	yes
FBtr0087171	FBgn0034117	-	2R:16341250-16344182	young	old	OK	13.0154	21.0469	0.693384	1.74058	5e-05	0.000518851	yes
FBtr0087178	FBgn0034113	-	2R:16307268-16320732	young	old	OK	5.75613	8.27618	0.523864	1.55368	5e-05	0.000518851	yes
FBtr0087184	FBgn0001308	-	2R:16266959-16271971	young	old	OK	13.937	18.8545	0.435984	1.48949	5e-05	0.000518851	yes
FBtr0087212	FBgn0014020	-	2R:16102686-16107229	young	old	OK	43.4428	59.7048	0.458732	1.32114	5e-05	0.000518851	yes
FBtr0087222	FBgn0034076	-	2R:16117108-16119149	young	old	OK	1.23752	0.422214	-1.55141	-1.73079	5e-05	0.000518851	yes
FBtr0087293	FBgn0034051	-	2R:15932169-15940073	young	old	OK	42.7437	22.1043	-0.951384	-1.47566	5e-05	0.000518851	yes
FBtr0087362	FBgn0013467	-	2R:15155436-15190292	young	old	OK	182.263	112.174	-0.700279	-2.46296	5e-05	0.000518851	yes
FBtr0087370	FBgn0003328	-	2R:15248783-15258498	young	old	OK	4.15902	10.2501	1.30132	2.83673	5e-05	0.000518851	yes
FBtr0087382	FBgn0034013	-	2R:15340471-15371520	young	old	OK	9.20237	6.0992	-0.593385	-1.46363	5e-05	0.000518851	yes
FBtr0087407	FBgn0033984	-	2R:14935659-14940722	young	old	OK	16.9976	11.7366	-0.534315	-1.83164	5e-05	0.000518851	yes
FBtr0087436	FBgn0010388	-	2R:14745960-14746714	young	old	OK	18.418	36.523	0.987687	1.41349	5e-05	0.000518851	yes
FBtr0087444	FBgn0033968	-	2R:14808418-14809931	young	old	OK	33.3781	48.5362	0.54016	1.54189	5e-05	0.000518851	yes
FBtr0087452	FBgn0033978	-	2R:14875828-14877654	young	old	OK	38.06	50.9884	0.421896	1.46135	5e-05	0.000518851	yes
FBtr0087455	FBgn0013772	-	2R:14887170-14889010	young	old	OK	17.162	23.1427	0.431339	1.32973	5e-05	0.000518851	yes
FBtr0087461	FBgn0027783	-	2R:14848620-14852653	young	old	OK	0.764369	1.34238	0.812454	1.41954	5e-05	0.000518851	yes
FBtr0087475	FBgn0028689	-	2R:14750165-14753269	young	old	OK	28.4204	38.7617	0.447702	1.49044	5e-05	0.000518851	yes
FBtr0087494	FBgn0050197	-	2R:14512558-14515211	young	old	OK	190.161	317.983	0.741733	2.53303	5e-05	0.000518851	yes
FBtr0087501	FBgn0026427	-	2R:14607153-14618118	young	old	OK	6.84649	9.31521	0.444225	1.51283	5e-05	0.000518851	yes
FBtr0087503	FBgn0053468	-	2R:14606306-14606980	young	old	OK	0.212843	1.28374	2.59249	1.53383	5e-05	0.000518851	yes
FBtr0087530	FBgn0050069	-	2R:14185203-14198368	young	old	OK	8.65443	13.2359	0.612949	2.21673	5e-05	0.000518851	yes
FBtr0087547	FBgn0033928	-	2R:14361923-14362825	young	old	OK	1.71529	8.34252	2.28203	3.3748	5e-05	0.000518851	yes
FBtr0087560	FBgn0033926	-	2R:14357926-14360297	young	old	OK	76.5034	422.391	2.46498	8.39905	5e-05	0.000518851	yes
FBtr0087576	FBgn0005613	-	2R:14201389-14212413	young	old	OK	0.724006	1.39107	0.942122	1.61415	5e-05	0.000518851	yes
FBtr0087577	FBgn0033911	-	2R:14198477-14201249	young	old	OK	19.9958	10.4416	-0.937357	-2.97311	5e-05	0.000518851	yes
FBtr0087615	FBgn0033885	-	2R:13942533-13943377	young	old	OK	3.28582	7.0669	1.10482	1.72439	5e-05	0.000518851	yes
FBtr0087631	FBgn0261041	-	2R:13805793-13819571	young	old	OK	28.3966	19.2412	-0.561521	-1.22827	5e-05	0.000518851	yes
FBtr0087633	FBgn0033872	-	2R:13826370-13833503	young	old	OK	98.0836	30.5955	-1.68069	-1.55919	5e-05	0.000518851	yes
FBtr0087638	FBgn0033875	-	2R:13840052-13841743	young	old	OK	76.9658	119.831	0.638711	2.29977	5e-05	0.000518851	yes
FBtr0087645	FBgn0033876	-	2R:13841760-13846255	young	old	OK	66.7829	35.5727	-0.908708	-3.26632	5e-05	0.000518851	yes
FBtr0087720	FBgn0033830	-	2R:13375974-13377731	young	old	OK	1.29454	0.56525	-1.19548	-1.27134	5e-05	0.000518851	yes
FBtr0087744	FBgn0033817	-	2R:13239728-13241013	young	old	OK	20.6808	13.8734	-0.575976	-1.48919	5e-05	0.000518851	yes
FBtr0087745	FBgn0002789	-	2R:13246669-13248880	young	old	OK	56.1374	130.605	1.21817	4.07536	5e-05	0.000518851	yes
FBtr0087748	FBgn0033821	-	2R:13257885-13258477	young	old	OK	298.441	431.962	0.533459	1.92975	5e-05	0.000518851	yes
FBtr0087760	FBgn0033814	-	2R:13231757-13235296	young	old	OK	29.8057	47.9025	0.684512	2.39918	5e-05	0.000518851	yes
FBtr0087780	FBgn0033793	-	2R:13127914-13129052	young	old	OK	18.2736	11.2337	-0.701929	-1.71667	5e-05	0.000518851	yes
FBtr0087820	FBgn0033775	-	2R:12840812-12842558	young	old	OK	3.93432	8.25887	1.06983	2.3906	5e-05	0.000518851	yes
FBtr0087871	FBgn0033769	-	2R:12691307-12692690	young	old	OK	21.3725	9.42456	-1.18126	-3.06512	5e-05	0.000518851	yes
FBtr0087902	FBgn0033716	-	2R:12337796-12339544	young	old	OK	35.649	25.6327	-0.475876	-1.16532	5e-05	0.000518851	yes
FBtr0087904	FBgn0266111	-	2R:12344982-12351325	young	old	OK	0.946367	1.39404	0.5588	1.21085	5e-05	0.000518851	yes
FBtr0087920	FBgn0033728	-	2R:12402215-12405108	young	old	OK	146.038	22.2332	-2.71556	-8.64087	5e-05	0.000518851	yes
FBtr0087921	FBgn0033729	-	2R:12405931-12407045	young	old	OK	5.64494	1.31197	-2.10523	-2.0373	5e-05	0.000518851	yes
FBtr0087922	FBgn0033730	-	2R:12407792-12408523	young	old	OK	60.2893	11.791	-2.35421	-5.45106	5e-05	0.000518851	yes
FBtr0087933	FBgn0010238	-	2R:12453189-12465630	young	old	OK	73.5947	101.081	0.457833	1.65409	5e-05	0.000518851	yes
FBtr0087980	FBgn0028407	-	2R:12052943-12062866	young	old	OK	17.4657	12.7929	-0.449184	-1.32213	5e-05	0.000518851	yes
FBtr0087987	FBgn0010621	-	2R:12174801-12178553	young	old	OK	13.94	28.0458	1.00856	1.74412	5e-05	0.000518851	yes
FBtr0088022	FBgn0033679	-	2R:12064564-12079543	young	old	OK	3.06584	5.44078	0.82753	1.71872	5e-05	0.000518851	yes
FBtr0088024	FBgn0259985	-	2R:12025613-12027707	young	old	OK	178.308	97.0572	-0.877461	-2.6158	5e-05	0.000518851	yes
FBtr0088032	FBgn0033657	-	2R:11845323-11852324	young	old	OK	3.93966	2.69808	-0.546139	-1.37785	5e-05	0.000518851	yes
FBtr0088058	FBgn0033663	-	2R:11886066-11890979	young	old	OK	81.4429	104.351	0.357581	1.29275	5e-05	0.000518851	yes
FBtr0088114	FBgn0033602	-	2R:11265125-11266856	young	old	OK	7.83297	2.5846	-1.59962	-3.10259	5e-05	0.000518851	yes
FBtr0088184	FBgn0010423	-	2R:11273844-11275286	young	old	OK	0.411535	1.6926	2.04016	1.44311	5e-05	0.000518851	yes
FBtr0088191	FBgn0033593	-	2R:11241744-11242194	young	old	OK	110.481	268.675	1.28206	4.07422	5e-05	0.000518851	yes
FBtr0088225	FBgn0029134	-	2R:10819977-10821640	young	old	OK	21.6521	30.7415	0.505681	1.48501	5e-05	0.000518851	yes
FBtr0088257	FBgn0005586	-	2R:10721334-10729203	young	old	OK	60.4221	38.8472	-0.637266	-2.27258	5e-05	0.000518851	yes
FBtr0088272	FBgn0001122	-	2R:10437984-10465701	young	old	OK	101.659	62.5488	-0.700677	-2.23165	5e-05	0.000518851	yes
FBtr0088306	FBgn0033528	-	2R:10479010-10480111	young	old	OK	6.56859	10.2375	0.640204	1.28414	5e-05	0.000518851	yes
FBtr0088333	FBgn0005619	-	2R:10237743-10247560	young	old	OK	18.0753	12.7437	-0.504237	-1.58923	5e-05	0.000518851	yes
FBtr0088346	FBgn0033504	-	2R:10265056-10307024	young	old	OK	79.9273	119.369	0.578668	1.2743	5e-05	0.000518851	yes
FBtr0088383	FBgn0000715	-	2R:9906293-9910457	young	old	OK	4.70558	7.71658	0.713591	1.56806	5e-05	0.000518851	yes
FBtr0088391	FBgn0261014	-	2R:9988124-9993559	young	old	OK	47.2926	62.5363	0.40308	1.40196	5e-05	0.000518851	yes
FBtr0088408	FBgn0033484	-	2R:10085168-10096416	young	old	OK	49.8586	23.6717	-1.07468	-1.43744	5e-05	0.000518851	yes
FBtr0088411	FBgn0001291	-	2R:10096479-10099590	young	old	OK	24.5682	32.617	0.408832	1.21272	5e-05	0.000518851	yes
FBtr0088422	FBgn0003071	-	2R:10109739-10117457	young	old	OK	49.5126	38.6477	-0.357413	-1.25975	5e-05	0.000518851	yes
FBtr0088445	FBgn0011656	-	2R:9913495-9958858	young	old	OK	15.5221	10.9948	-0.497498	-1.12985	5e-05	0.000518851	yes
FBtr0088463	FBgn0050000	-	2R:9605987-9607184	young	old	OK	18.6546	28.5224	0.612566	1.70578	5e-05	0.000518851	yes
FBtr0088471	FBgn0005614	-	2R:9753696-9765518	young	old	OK	480.96	236.279	-1.02542	-1.9409	5e-05	0.000518851	yes
FBtr0088506	FBgn0041087	-	2R:9414341-9417846	young	old	OK	3.4049	1.68522	-1.01468	-1.60239	5e-05	0.000518851	yes
FBtr0088512	FBgn0004360	-	2R:9494165-9503188	young	old	OK	0.541391	2.3003	2.08708	2.04593	5e-05	0.000518851	yes
FBtr0088621	FBgn0033388	-	2R:9162036-9164967	young	old	OK	0.925173	1.83955	0.991554	1.35868	5e-05	0.000518851	yes
FBtr0088630	FBgn0033377	-	2R:9107150-9109718	young	old	OK	7.44375	10.428	0.486366	1.37254	5e-05	0.000518851	yes
FBtr0088635	FBgn0024189	-	2R:8798488-8856091	young	old	OK	7.97336	4.77238	-0.740479	-1.42878	5e-05	0.000518851	yes
FBtr0088645	FBgn0004921	-	2R:8901403-8904791	young	old	OK	456.116	304.613	-0.582425	-1.75046	5e-05	0.000518851	yes
FBtr0088663	FBgn0033367	-	2R:9042260-9044709	young	old	OK	38.1483	7.17472	-2.41062	-7.17694	5e-05	0.000518851	yes
FBtr0088664	FBgn0033366	-	2R:9039727-9042142	young	old	OK	35.6086	24.7753	-0.523321	-1.68797	5e-05	0.000518851	yes
FBtr0088675	FBgn0033354	-	2R:8934575-8939789	young	old	OK	0.226867	0.769051	1.76123	2.36035	5e-05	0.000518851	yes
FBtr0088683	FBgn0284436	-	2R:8904843-8906990	young	old	OK	11.3497	18.611	0.713503	2.11243	5e-05	0.000518851	yes
FBtr0088690	FBgn0033304	-	2R:8570498-8572147	young	old	OK	12.3205	21.3998	0.796539	2.32475	5e-05	0.000518851	yes
FBtr0088715	FBgn0086784	-	2R:8729501-8734304	young	old	OK	44.1407	30.1523	-0.549841	-1.46473	5e-05	0.000518851	yes
FBtr0088745	FBgn0014469	-	2R:8444559-8447164	young	old	OK	52.3449	67.9165	0.375714	1.33589	5e-05	0.000518851	yes
FBtr0088764	FBgn0033289	-	2R:8396396-8411767	young	old	OK	11.8506	22.8546	0.947531	2.6983	5e-05	0.000518851	yes
FBtr0088778	FBgn0028562	-	2R:8087395-8089297	young	old	OK	0.27112	1.33293	2.2976	2.28299	5e-05	0.000518851	yes
FBtr0088816	FBgn0033268	-	2R:8131430-8135315	young	old	OK	119.004	66.9534	-0.829781	-1.94739	5e-05	0.000518851	yes
FBtr0088826	FBgn0040778	-	2R:8066273-8067655	young	old	OK	9.95728	4.91575	-1.01834	-2.00921	5e-05	0.000518851	yes
FBtr0088827	FBgn0033252	-	2R:8052079-8065554	young	old	OK	11.7751	7.56758	-0.637831	-1.72842	5e-05	0.000518851	yes
FBtr0088831	FBgn0002891	-	2R:7793624-7806385	young	old	OK	1.85148	5.51141	1.57374	2.407	5e-05	0.000518851	yes
FBtr0088863	FBgn0013307	-	2R:8004823-8006672	young	old	OK	41.2503	29.6531	-0.476224	-1.51543	5e-05	0.000518851	yes
FBtr0088882	FBgn0033235	-	2R:7936865-7939114	young	old	OK	14.0242	18.4659	0.396949	1.2097	5e-05	0.000518851	yes
FBtr0088922	FBgn0033204	-	2R:7663785-7665269	young	old	OK	6.12016	11.8863	0.957653	2.17828	5e-05	0.000518851	yes
