ID	Symbol	RP24	qVal	pVal	SP	PVEC	Phase	Max/Min	Median	Non-Zero
FBtr0084777	vig2-RA	-3.992043	NOTEST	NOTEST	-2.046293	6.834018	17.632402	36993.423423	3.671345	1
FBtr0086179	Tsp42Ec-RA	1.075287	NOTEST	NOTEST	1.493551	51.681087	1.760834	8.010044	0.292496	1
FBtr0072858	CG5687-RA	2.280203	0.016684	0.0016	3.836173	13.248421	20.726933	1.972528	25.0445	1
FBtr0073579	CG1492-RA	-2.949789	NOTEST	NOTEST	0.6433	72.874821	12.518992	1.810942	4.16314	1
FBtr0079531	CG7231-RC	1.931042	NOTEST	NOTEST	3.206576	22.780864	23.547444	1.306285	24.3979	1
FBtr0085905	CG1416-RC	-2.698408	NOTEST	NOTEST	-0.615637	90.855667	10.573362	26922.242063	0.213899	1
FBtr0090018	MRP-RF	-2.590306	NOTEST	NOTEST	-0.227763	14.734771	7.676591	4.049852	0.236402	1
FBtr0073046	CG11505-RB	0.580717	NOTEST	NOTEST	1.672497	100.543126	7.285368	1.301265	29.78655	1
FBtr0305199	CG43127-RC	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0113206	skap-RB	-0.802526	NOTEST	NOTEST	-0.480396	94.900924	11.856475	11.480181	0.050782	1
FBtr0071379	btd-RA	-2.333852	NOTEST	NOTEST	-0.378384	77.183515	9.762201	5.929029	0.106487	1
FBtr0075639	CG32847-RB	-3.862134	NOTEST	NOTEST	-0.368844	45.683064	12.796358	29782.1	0.089042	0
FBtr0301725	AGO3-RG	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0300407	CG34034-RB	-1.662964	NOTEST	NOTEST	1.400864	96.901426	10.430001	11.417013	0.557352	1
FBtr0333619	Diap1-RF	-0.978242	0.16234	0.1606	-0.433021	78.492374	3.010695	8.919157	1.272535	1
FBtr0289961	CG12708-RB	-2.484165	NOTEST	NOTEST	-0.506553	29.1322	23.630124	3304.9	0.0	0
FBtr0339341	stmA-RD	1.397466	NOTEST	NOTEST	2.627595	27.39609	0.207962	7.618604	0.66987	1
FBtr0082044	GstZ1-RA	-0.084475	0.091838	0.0547	0.590704	13.869684	21.116066	2.235491	11.72275	1
FBtr0073685	CG15725-RA	0.70321	NOTEST	NOTEST	0.894438	16.017872	3.900267	1.547225	0.980223	1
FBtr0339334	CG15186-RJ	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0337010	CG11168-RE	-6.259632	NOTEST	NOTEST	-1.563537	70.894775	6.906847	125843.0	0.523382	0
FBtr0333254	tim-RN	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0090021	MRP-RI	-2.466542	NOTEST	NOTEST	0.716137	0.187867	0.77092	1.993511	2.445605	1
FBtr0084960	E(spl)m7-HLH-RA	-1.1177	NOTEST	NOTEST	-0.891312	23.199519	20.366559	30665.2	0.108985	0
FBtr0083367	MESK4-RA	-2.022423	NOTEST	NOTEST	-0.789851	2.757308	23.177726	12480.0	0.0	0
FBtr0339281	CG12769-RC	-3.163376	NOTEST	NOTEST	-0.582381	11.796161	19.79626	1293.059548	0.001491	1
FBtr0452102	CG14606-RC	-1.707675	NOTEST	NOTEST	-0.219388	42.666667	16.0	3637.9	0.0	0
FBtr0082143	CG8534-RA	-1.261182	NOTEST	NOTEST	-0.441278	29.417579	18.843957	18857.7	0.030739	0
FBtr0088196	metro-RA	-0.647717	NOTEST	NOTEST	0.860368	13.33237	2.43481	99196.6	0.27791	0
FBtr0110767	Acp24A4-RB	-2.039003	NOTEST	NOTEST	-0.124903	27.849285	4.981262	105040.0	0.359144	0
FBtr0085514	Capa-RA	-2.335441	NOTEST	NOTEST	-0.269829	34.586251	1.999209	1.899756	119.848	1
FBtr0339298	Pbp49-RD	-2.961869	NOTEST	NOTEST	1.121876	94.096846	5.623863	5.767372	6.527905	1
FBtr0079364	Gas41-RA	-0.314416	0.095452	0.0588	0.419498	2.714038	21.403881	1.840221	11.5124	1
FBtr0332500	Pif1A-RG	-0.397739	NOTEST	NOTEST	0.478096	25.111875	22.928225	1.377675	95.8848	1
FBtr0074119	shi-RC	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0308240	CG43393-RA	-4.063658	NOTEST	NOTEST	0.128733	64.519369	9.116161	12992.1	0.023653	0
FBtr0332193	gny-RB	-9.107965	NOTEST	NOTEST	-3.289779	55.359478	4.114709	1.987919	4.389765	1
FBtr0087336	eIF2Bgamma-RA	0.707305	0.048215	0.0148	2.343583	79.462471	19.993343	1.630308	16.20335	1
FBtr0078195	CG5910-RA	-2.616627	NOTEST	NOTEST	-2.001688	8.696185	16.803673	325230.0	0.000954	0
FBtr0073355	CG32235-RA	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0080528	CG18507-RB	3.431357	0.0	0.0	4.814949	14.364827	21.245255	2.513768	9.730515	1
FBtr0330139	DCX-EMAP-RF	-3.215418	NOTEST	NOTEST	0.592012	39.017478	7.443572	9.474038	0.17436	1
FBtr0310577	CG43694-RA	-2.153241	NOTEST	NOTEST	-0.261599	42.666667	8.0	21906.1	0.0	0
FBtr0078836	opa-RA	-4.200591	NOTEST	NOTEST	-1.030956	44.458978	13.299571	1.57971	2.387275	1
FBtr0089978	sdt-RB	-3.611322	NOTEST	NOTEST	0.443316	53.53666	15.43028	8.096788	1.026015	1
FBtr0070202	CG14625-RB	-1.506589	NOTEST	NOTEST	2.284042	19.09692	22.697861	22940.6	0.101347	0
FBtr0080099	CG31872-RA	-2.350404	NOTEST	NOTEST	-0.916986	84.327692	7.004857	4074.8	0.0	0
FBtr0074233	nonA-RB	-3.836462	NOTEST	NOTEST	3.549859	0.427169	22.547207	10.803194	0.151273	1
FBtr0071120	fs(1)h-RC	-1.713989	NOTEST	NOTEST	-0.40279	43.842764	16.71275	229560.0	0.0	0
FBtr0306243	CG34141-RE	-3.111757	NOTEST	NOTEST	-1.117961	4.213749	5.000754	3.965104	2.116275	1
FBtr0088495	CG1688-RA	-0.372582	NOTEST	NOTEST	0.8446	70.479931	1.172306	1.37385	3.912305	1
FBtr0330045	HtrA2-RB	-0.291467	0.109426	0.0764	0.001829	8.278733	19.54992	1.426353	5.447385	1
FBtr0344358	CG45049-RD	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0083505	CG5823-RA	-4.368123	NOTEST	NOTEST	-0.496279	62.478238	4.444631	1.954322	11.2782	1
FBtr0087368	CG8079-RA	-1.440347	NOTEST	NOTEST	0.243502	9.754715	19.569698	499523.0	1.07999	0
FBtr0070389	pn-RA	-3.735966	NOTEST	NOTEST	-2.047434	13.272025	20.574468	2.152182	13.5557	1
FBtr0301020	Drak-RC	0.90726	0.040136	0.0103	1.280495	18.973734	3.292133	8.523654	2.365015	1
FBtr0079834	CG3838-RA	-0.518839	0.100201	0.0644	0.770875	14.521827	9.069019	2.537836	9.01913	1
FBtr0473364	for-RN	-2.168897	NOTEST	NOTEST	-0.263229	0.0	23.99876	180633.0	0.0	0
FBtr0345147	CG9449-RK	0.943958	0.027304	0.0043	1.1864	9.569597	4.305529	3.641586	6.73647	1
FBtr0074293	CanA-14F-RB	-7.213506	NOTEST	NOTEST	-2.046766	11.425056	20.516722	1.718178	18.43235	1
FBtr0086568	sano-RC	-4.200897	NOTEST	NOTEST	-2.637263	63.75242	0.207741	10.424684	1.159095	1
FBtr0301963	Acam-RB	-2.804407	NOTEST	NOTEST	-0.546923	11.095587	15.84515	4742.6	0.0	0
FBtr0344623	CG45095-RA	-0.681934	NOTEST	NOTEST	0.383735	71.813036	7.53435	63298.4	0.233834	0
FBtr0330128	scny-RJ	-2.006847	NOTEST	NOTEST	-0.142416	95.13506	0.277126	2.601591	1.838325	1
FBtr0345952	Tapdelta-RB	-1.242885	NOTEST	NOTEST	-0.575132	36.382057	14.248198	35769.1	0.0	0
FBtr0080222	CG6287-RA	-0.070155	0.062383	0.026	1.833051	23.111958	23.416634	2.276457	36.41195	1
FBtr0336797	AnxB9-RE	-2.167127	NOTEST	NOTEST	-0.262794	0.0	-0.0	53694.7	0.0	0
FBtr0091691	CG33703-RA	-1.213105	NOTEST	NOTEST	-0.580444	18.413304	21.961646	14376.8	0.0	0
FBtr0083402	CG31265-RA	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0308237	wupA-RJ	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0301666	Lrp4-RC	-1.908114	NOTEST	NOTEST	0.248974	11.624414	20.118135	1.486217	60.4125	1
FBtr0081203	CG13085-RA	-6.715512	NOTEST	NOTEST	-1.570423	20.973145	21.709042	79359.7	0.261132	0
FBtr0087417	CG7544-RA	-1.208262	NOTEST	NOTEST	-1.105068	110.454594	11.465523	709.45997	1.476445	1
FBtr0343229	CG43233-RB	-3.102591	NOTEST	NOTEST	-0.576518	28.581118	23.556229	13648.3	0.0	0
FBtr0100576	mle-RC	-5.804978	NOTEST	NOTEST	-0.659922	99.276339	18.236469	1.277307	35.5409	1
FBtr0084336	Gclm-RA	-0.851802	NOTEST	NOTEST	-0.180644	1.315342	2.024004	923607.0	0.00211	0
FBtr0332664	CG2034-RB	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0077645	CG3558-RB	-2.246862	NOTEST	NOTEST	0.626705	31.999543	1.855423	1.354955	22.93725	1
FBtr0083830	CG4854-RA	0.889466	NOTEST	NOTEST	1.7569	4.633152	4.664425	3.12819	0.804147	1
FBtr0335407	CG11882-RB	-2.14271	NOTEST	NOTEST	-0.27005	10.550988	19.956469	90553.1	1.3e-05	0
FBtr0331538	CG42268-RJ	-4.022878	NOTEST	NOTEST	-3.165116	38.376714	14.911402	8.481646	0.606224	1
FBtr0100663	Act5C-RD	0.298506	0.072027	0.0344	2.635887	14.294261	3.248268	3.125149	101.7245	1
FBtr0078032	aru-RC	-3.601298	NOTEST	NOTEST	-1.123889	24.06659	6.403675	46408.5	0.031002	0
FBtr0085270	CG12259-RA	-0.854573	0.15773	0.1534	-0.316719	84.016462	20.091429	1.844305	1.522445	1
FBtr0087349	CG8204-RA	-4.504398	NOTEST	NOTEST	0.00943	80.582277	9.509652	170314.0	0.635431	0
FBtr0073245	ago-RC	-4.84346	NOTEST	NOTEST	1.43597	28.881581	12.936408	3.165497	6.25745	1
FBtr0078539	ArfGAP3-RA	-2.017115	NOTEST	NOTEST	0.508113	22.410759	22.975237	2.291411	11.2508	1
FBtr0332005	CG43800-RB	-2.640826	NOTEST	NOTEST	-1.075078	1.894569	3.170941	299892.0	0.0	0
FBtr0072611	CG3386-RA	-1.032984	NOTEST	NOTEST	1.184253	29.523738	8.290882	32897.9	0.0	0
FBtr0070213	CG14770-RA	0.049666	NOTEST	NOTEST	0.38714	0.204873	23.582894	68568.2	0.104292	0
FBtr0333875	ind-RB	-2.903953	NOTEST	NOTEST	2.062031	18.44518	14.041747	10488.9	0.0	0
FBtr0091930	CG33926-RA	-2.79703	NOTEST	NOTEST	-1.300054	105.063353	16.565332	6.036421	5.48165	1
FBtr0081695	Ccp84Af-RA	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0300273	CG5780-RB	-2.336522	NOTEST	NOTEST	-2.045438	61.56849	5.421694	1.790183	3.46489	1
FBtr0334781	CG4259-RB	-1.647211	NOTEST	NOTEST	0.11959	55.742931	9.153561	2.397933	2.701355	1
FBtr0078678	CG2091-RA	-1.843526	NOTEST	NOTEST	-0.876304	30.105763	16.627322	1.660895	8.038965	1
FBtr0086518	fest-RA	-1.861944	NOTEST	NOTEST	0.952035	14.391226	21.10509	6083.1	0.007867	0
FBtr0085205	wdb-RF	-3.223303	NOTEST	NOTEST	-1.259997	41.001776	13.023406	3.608917	3.463675	1
FBtr0331941	px-RD	-0.815083	0.148228	0.1364	0.603958	3.633034	16.540303	1.590151	2.019425	1
FBtr0087736	FLASH-RA	-3.07988	NOTEST	NOTEST	0.058262	42.710393	16.14128	5275.517241	0.742239	1
FBtr0301048	CG33465-RC	-1.65116	NOTEST	NOTEST	-0.279798	17.219237	9.457853	17213.9	0.062388	0
FBtr0073576	regucalcin-RC	-0.606835	0.128353	0.1042	1.181077	12.302429	20.346879	1.769239	125.5555	1
FBtr0078592	Osi2-RB	0.942124	0.037798	0.0089	2.291378	5.207886	1.241501	80787.765363	5.066535	1
FBtr0085116	spn-D-RA	-2.699035	NOTEST	NOTEST	0.461491	10.97623	13.658843	5.576019	0.202605	1
FBtr0078745	kra-RG	2.395904	0.008325	0.0004	3.507909	4.733506	5.282994	2.048246	293.9365	1
FBtr0334501	Rad60-RE	-0.481522	NOTEST	NOTEST	0.070685	26.569102	1.905265	6603.360215	0.893636	1
FBtr0300095	Ste:CG33246-RB	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0075195	CG6052-RA	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0332509	B4-RC	-2.46292	NOTEST	NOTEST	-0.482118	19.535527	22.777797	1.273123	26.2099	1
FBtr0306739	fne-RD	-1.086096	NOTEST	NOTEST	-0.874378	37.961487	15.566454	1875001.0	0.960517	0
FBtr0077083	Sras-RA	-2.95299	NOTEST	NOTEST	-1.346779	4.116233	1.941201	1.593792	3.26123	1
FBtr0070402	CG2841-RB	-2.168548	NOTEST	NOTEST	-0.262916	0.0	-0.0	76567.7	0.0	0
FBtr0343328	RpL7A-RE	-1.487622	NOTEST	NOTEST	-1.174701	4.543959	2.893778	46594201.0	354.3495	0
FBtr0074279	eIF4H1-RA	-3.966622	NOTEST	NOTEST	-1.421392	1.307806	2.764486	1.421624	78.76395	1
FBtr0080358	CG6583-RA	-6.103737	NOTEST	NOTEST	-1.517979	5.257626	17.415565	1.916999	11.1086	1
FBtr0078403	ebd2-RA	0.764944	0.043228	0.012	2.790768	96.548115	9.746795	5.566599	2.46752	1
FBtr0074305	TH1-RA	-4.28951	NOTEST	NOTEST	-3.182214	18.94083	13.722947	2.222645	7.52561	1
FBtr0344420	CG45060-RA	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0113345	CG18748-RC	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0073812	CG11158-RA	0.520111	0.054397	0.019	1.914021	78.888384	21.12993	1.494895	6.6905	1
FBtr0088611	CG8026-RB	-0.491797	0.11536	0.0847	0.132376	14.855209	9.44034	2.265046	20.21305	1
FBtr0089873	Nmda1-RE	-0.195861	NOTEST	NOTEST	1.971971	45.137622	16.59583	258004.0	0.660971	0
FBtr0346645	ssp2-RC	-4.675255	NOTEST	NOTEST	-2.896364	11.088127	17.048257	1.412698	21.63225	1
FBtr0100410	GstD1-RB	-1.955958	NOTEST	NOTEST	-1.44354	9.198861	23.109202	236246.0	0.000276	0
FBtr0071792	Vrp1-RF	0.480992	0.060279	0.0241	1.018146	15.481883	20.24773	4.292866	6.72177	1
FBtr0112643	nub-RD	-3.586537	NOTEST	NOTEST	2.777165	15.481654	7.711102	5.638691	0.385989	1
FBtr0310340	CrebB-RN	-2.765172	NOTEST	NOTEST	-0.522163	17.475762	21.734158	20197.7	0.000747	0
FBtr0332171	CG8478-RE	-3.228216	NOTEST	NOTEST	-0.005226	39.586478	2.848802	25192.6	0.095993	0
FBtr0075078	CG3961-RC	1.245203	0.021654	0.0027	2.061452	0.609618	1.543344	5.429753	17.63785	1
FBtr0339331	CG11741-RB	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0080934	LSm7-RA	-10.673146	NOTEST	NOTEST	-0.106662	12.682972	17.549461	1.829753	6.633665	1
FBtr0339146	awd-RC	-2.426259	NOTEST	NOTEST	-0.669219	18.138844	22.287977	2.569676	29.5438	1
FBtr0074881	Kap-alpha1-RA	-1.389613	NOTEST	NOTEST	1.477676	2.668867	0.405166	1.58642	13.05085	1
FBtr0078913	Sfxn1-3-RC	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0303104	CG13921-RC	-2.993169	NOTEST	NOTEST	0.43356	15.469854	3.558434	3.620195	3.09728	1
FBtr0332396	CG30472-RB	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0308309	Cngl-RE	-1.394602	NOTEST	NOTEST	-0.291396	5.847103	17.763191	3.810359	12.7223	1
FBtr0074913	CG14182-RA	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0346112	nom-RC	-1.710362	NOTEST	NOTEST	-0.655132	22.437323	15.949348	1.925924	2.96282	1
FBtr0306824	CG43294-RB	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0078159	CG4822-RB	0.206927	NOTEST	NOTEST	1.745146	3.465566	3.481883	7.333345	0.237017	1
FBtr0078450	Syn1-RB	-0.001621	NOTEST	NOTEST	-0.000324	32.0	12.0	29.7	0.0	0
FBtr0332445	tacc-RM	-2.349968	NOTEST	NOTEST	0.88732	50.941148	4.365194	93231.5	0.23806	0
FBtr0087000	CG17287-RA	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0091888	His2B:CG33884-RA	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0302190	Hsepi-RB	-2.514092	NOTEST	NOTEST	0.263523	115.7844	10.724338	5489.251792	5.387895	1
FBtr0302550	mor-RB	0.011445	0.076866	0.0391	0.156261	44.102796	19.817686	1.934835	4.795715	1
FBtr0333827	CG17816-RI	-2.059492	NOTEST	NOTEST	-0.25334	42.666667	16.0	8295.2	0.0	0
FBtr0342963	CG13375-RC	-1.870423	NOTEST	NOTEST	-0.235675	10.666667	20.0	4762.5	0.0	0
FBtr0076434	PGRP-LA-RD	-6.296795	NOTEST	NOTEST	-0.375682	15.221271	9.446834	5.070164	3.4481	1
FBtr0082716	snk-RA	-2.190636	NOTEST	NOTEST	-0.773308	36.594489	15.075503	8665.2	0.0	0
FBtr0301444	KCNQ-RF	-4.064704	NOTEST	NOTEST	-1.220935	1.904645	1.231902	2.873974	1.26534	1
FBtr0073617	Amun-RC	-4.087178	NOTEST	NOTEST	-0.935062	20.646822	15.033088	33538.7	0.0	0
FBtr0079120	CG14011-RC	-0.660602	NOTEST	NOTEST	-0.092789	42.666667	8.0	1197.8	0.0	0
FBtr0331955	CG1513-RC	-2.174218	NOTEST	NOTEST	1.057451	68.977734	7.361808	1.525993	38.38735	1
FBtr0079872	FKBP59-RA	1.392593	0.00999	0.0006	2.317058	0.185002	0.350913	1.464147	19.9431	1
FBtr0304912	mld-RC	-1.776845	NOTEST	NOTEST	-0.464695	84.428378	4.59918	77999.0	0.0	0
FBtr0083307	Der-2-RA	-0.55331	0.125278	0.0991	-0.365308	11.848651	20.354887	1.528777	8.83358	1
FBtr0088218	CG7220-RB	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0082589	CG5245-RA	-4.64769	NOTEST	NOTEST	-4.304396	41.624713	20.959086	2.420621	0.418038	1
FBtr0080618	NimB2-RA	-1.853204	NOTEST	NOTEST	-0.373655	24.966444	3.114802	1.581636	36.2319	1
FBtr0110910	Dhfr-RB	-3.776944	NOTEST	NOTEST	-0.720183	74.989286	8.686691	294571.0	0.729879	0
FBtr0082074	P58IPK-RA	-1.556179	NOTEST	NOTEST	0.795297	4.271622	0.712941	1.790163	12.84575	1
FBtr0078475	CG7458-RA	0.262304	0.069298	0.032	0.75488	1.818218	23.585363	2.562231	1.90668	1
FBtr0084007	dmrt93B-RA	-3.686208	NOTEST	NOTEST	0.705578	0.158315	23.512689	6759.1	0.0	0
FBtr0303301	beat-IIIa-RD	-1.686179	NOTEST	NOTEST	-1.155194	69.497908	14.720856	11166.8	0.0	0
FBtr0339743	CG15772-RB	-1.394129	NOTEST	NOTEST	1.458608	2.660116	3.954671	6.679647	0.858785	1
FBtr0077925	Cdlc2-RB	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0072309	CG3511-RA	-3.768504	NOTEST	NOTEST	-1.446116	11.384201	16.242471	157502.0	0.325786	0
FBtr0344344	CG9492-RG	-0.00045	NOTEST	NOTEST	-0.000282	92.647746	11.02483	18.3	6.8e-05	0
FBtr0080932	Cyt-b5-r-RA	-2.415166	NOTEST	NOTEST	-1.095662	55.316917	5.775317	2.275182	356.863	1
FBtr0076472	Uch-L5-RA	-1.759266	NOTEST	NOTEST	-1.170867	72.811159	7.704463	2.235986	11.37625	1
FBtr0091931	CG33927-RA	-3.106231	NOTEST	NOTEST	-0.574374	85.707029	12.661546	17499.1	0.0	0
FBtr0339114	CG1941-RB	-1.260519	NOTEST	NOTEST	0.581823	2.989234	3.663733	48145.5	0.285161	0
FBtr0084519	RpS19b-RB	-0.421535	NOTEST	NOTEST	-0.164179	7.96663	23.978184	470.7	0.0	0
FBtr0333472	Dlip1-RB	-1.733052	NOTEST	NOTEST	-0.439173	93.763983	23.476606	3663.2	0.028923	0
FBtr0290246	CG31869-RC	-3.2815	NOTEST	NOTEST	1.887381	23.041522	23.292753	2.023394	16.49635	1
FBtr0071470	l(1)G0289-RA	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0332837	miple2-RE	-1.56102	NOTEST	NOTEST	-0.475493	13.722885	21.006788	198062.0	0.000401	0
FBtr0342900	CG15673-RC	-3.539153	NOTEST	NOTEST	0.556635	20.218044	10.093915	1.563016	5.134675	1
FBtr0345994	tyn-RF	-1.446254	NOTEST	NOTEST	0.220059	76.932978	12.857153	134051.0	0.0	0
FBtr0330367	Alh-RJ	-2.203892	NOTEST	NOTEST	-1.176672	23.702974	12.876188	118119.0	0.545258	0
FBtr0308915	bi-RE	-3.014991	NOTEST	NOTEST	1.563453	5.085177	2.981722	872.095133	1.008208	1
FBtr0304692	Nup358-RB	0.053801	0.063844	0.0274	1.393763	21.048333	18.144562	1.491923	10.3201	1
FBtr0074453	CG5800-RA	-0.201441	0.104151	0.0695	0.547687	85.838578	22.634685	1.846648	1.732605	1
FBtr0347068	CG42813-RB	-3.646008	NOTEST	NOTEST	-1.570875	47.497785	2.756396	5.681501	0.972331	1
FBtr0331268	Sxl-RT	-1.195489	NOTEST	NOTEST	-0.671898	6.542969	1.957099	16770.3	0.0	0
FBtr0074276	hang-RA	-2.019047	NOTEST	NOTEST	-0.547047	20.484988	10.797223	2.194005	13.21565	1
FBtr0306246	CG6752-RB	-3.998777	NOTEST	NOTEST	-0.42559	20.305169	23.52717	168317.0	0.701035	0
FBtr0076938	sgl-RA	0.836444	NOTEST	NOTEST	1.583833	9.819208	6.352618	1.396944	11.9951	1
FBtr0304057	jp-RE	-3.393627	NOTEST	NOTEST	-1.995798	122.29817	11.96869	17536.2	0.076208	0
FBtr0070497	ttm50-RA	-2.807195	NOTEST	NOTEST	-1.37501	6.108953	0.478357	3.68825	3.84063	1
FBtr0100186	DopEcR-RC	-2.969423	NOTEST	NOTEST	-0.088516	92.054826	11.013345	1.340424	68.4278	1
FBtr0082055	Aduk-RA	-2.393054	NOTEST	NOTEST	-1.585177	80.715596	23.930849	11.998914	2.133975	1
FBtr0077049	ssp6-RA	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0309790	Gr64c-RB	-3.214632	NOTEST	NOTEST	-1.645627	0.832239	21.830987	5.866237	0.352018	1
FBtr0086967	Dark-RA	-4.044115	NOTEST	NOTEST	-0.796685	15.680194	19.705541	162176.0	0.502753	0
FBtr0302023	Cow-RD	1.579464	NOTEST	NOTEST	2.803652	2.681683	3.514352	1.363217	135.092	1
FBtr0079036	vkg-RA	-1.415411	NOTEST	NOTEST	-1.171401	22.998942	22.088842	2.040362	11.4244	1
FBtr0306782	Dscam1-RBR	-3.509123	NOTEST	NOTEST	-1.960276	20.003312	19.86357	85938.0	0.192244	0
FBtr0273221	CG10597-RB	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0304041	mRpL42-RB	0.010442	0.085102	0.0478	2.629476	27.069233	0.202985	2.902323	4.308035	1
FBtr0308342	NaCP60E-RG	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0083707	dnk-RA	-4.949171	NOTEST	NOTEST	0.823675	12.318636	15.804757	71751.7	0.166367	0
FBtr0307540	mmd-RE	-1.482544	NOTEST	NOTEST	1.082545	1.975361	2.793882	3.289811	10.1997	1
FBtr0100308	CG4822-RF	-3.614794	NOTEST	NOTEST	1.271368	24.885432	11.811567	1.939615	10.64325	1
FBtr0306801	CG9132-RC	-1.443669	NOTEST	NOTEST	-0.499491	87.104964	10.818581	1036231.0	0.002755	0
FBtr0086919	CG10764-RA	-8.333979	NOTEST	NOTEST	-0.353595	13.93988	8.806977	2.34542	0.281057	1
FBtr0070791	CG32762-RA	-2.050012	NOTEST	NOTEST	-0.252487	0.0	24.0	7939.1	0.0	0
FBtr0333269	bab1-RD	-2.150271	NOTEST	NOTEST	1.337884	11.764075	20.397545	132883.0	0.139753	0
FBtr0074820	Ssk-RB	-1.58987	NOTEST	NOTEST	0.654765	34.458097	9.934013	2.524414	1.66721	1
FBtr0301645	Teh4-RB	0.689267	0.03133	0.0058	1.657619	53.355088	2.61223	1.8081	9.272955	1
FBtr0078223	atk-RA	-2.100682	NOTEST	NOTEST	1.028445	5.282664	23.557741	53850.7	0.327446	0
FBtr0333617	Diap1-RD	0.552534	0.048499	0.0151	1.98355	13.363762	20.663429	5.571578	16.89565	1
FBtr0088586	unpg-RA	-5.701462	NOTEST	NOTEST	-0.170568	20.167536	10.264556	10580.3	0.0	0
FBtr0343428	Fbp2-RB	-1.63192	NOTEST	NOTEST	-0.791143	1.500714	2.541039	11337.6	0.0	0
FBtr0084705	Nct-RA	-3.347952	NOTEST	NOTEST	-1.245962	42.928509	16.806308	49565.4	0.071485	0
FBtr0343798	nAChRalpha7-RF	-1.005046	NOTEST	NOTEST	-0.166997	92.875852	7.703559	8.526028	1.376405	1
FBtr0305216	chn-RH	-1.739789	NOTEST	NOTEST	-1.566216	3.790467	4.299892	1419711.0	7.05949	0
FBtr0335438	CG10005-RB	-4.960482	NOTEST	NOTEST	-0.870352	74.216596	4.179003	26112.4	1e-05	0
FBtr0336656	coro-RG	0.213163	0.078298	0.0405	0.276291	27.932711	10.638029	2904.943245	7.7967	1
FBtr0083145	B9d1-RA	-1.645076	NOTEST	NOTEST	1.041296	13.453781	20.979279	20421.9	0.0	0
FBtr0346161	TyrR-RC	-2.181827	NOTEST	NOTEST	-0.232221	16.572644	21.483144	25842.2	0.066729	0
FBtr0078965	aux-RA	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0344879	otk-RB	-2.165363	NOTEST	NOTEST	-0.26257	95.997977	11.999747	6365.027027	0.000222	1
FBtr0078139	mbm-RA	-0.477237	0.118931	0.089	2.142374	44.798747	23.170601	2.762898	3.023725	1
FBtr0076254	CG8009-RA	0.065212	0.078063	0.0402	2.313877	17.025649	21.953937	1.544324	15.1056	1
FBtr0343272	egl-RC	-1.671949	NOTEST	NOTEST	0.235832	22.058594	5.071838	10001.419355	1.120215	1
FBtr0308602	Vps20-RC	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0345196	Psc-RB	-8.2e-05	NOTEST	NOTEST	1.7e-05	0.078095	0.213196	8.5	0.0	0
FBtr0301870	CG8478-RC	-2.809197	NOTEST	NOTEST	0.236796	42.018474	3.474546	9252.0	0.040094	0
