ID	Symbol	RP24	qVal	pVal	SP	PVEC	Phase	Max/Min	Median	Non-Zero
FBtr0302370	CCT3-RC	-2.135716	NOTEST	NOTEST	-0.2327	95.867478	11.983427	67625.5	0.0	0
FBtr0303917	ctrip-RH	-2.547977	NOTEST	NOTEST	-1.513288	20.583993	6.886036	418564.0	1.068958	0
FBtr0086574	CG15109-RC	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0071201	Cp7Fb-RA	-1.356104	NOTEST	NOTEST	0.364013	8.304299	18.762784	4.146799	0.416165	1
FBtr0070880	CG32751-RA	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0073379	CG17333-RA	0.339979	0.061659	0.0246	1.378044	70.698309	5.897407	1.846866	18.5253	1
FBtr0076093	chrb-RC	-2.174574	NOTEST	NOTEST	2.340717	103.034385	6.959209	1.526162	59.42235	1
FBtr0074341	Rcp-RB	-1.184271	NOTEST	NOTEST	-0.084129	23.856863	5.881988	1.755665	3.426765	1
FBtr0332619	HP5-RC	-1.603322	NOTEST	NOTEST	-0.969013	29.675661	20.798819	22552.4	0.053153	0
FBtr0310160	312-RB	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0339565	CG14402-RB	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0080029	loh-RA	0.102166	0.086529	0.0491	0.99731	22.946552	21.268511	1.966551	1.294185	1
FBtr0303342	CG4374-RB	-1.732148	NOTEST	NOTEST	-0.787891	11.466226	21.723686	2.362568	0.243045	1
FBtr0074787	CG14230-RA	-0.048563	0.089094	0.0522	3.8882	8.787373	22.463547	2.433451	1.32319	1
FBtr0334981	pHCl-1-RN	-2.035759	NOTEST	NOTEST	0.014997	0.310023	1.178721	18.856524	0.854113	1
FBtr0345597	Rh50-RC	-0.590154	0.128583	0.1066	-0.359039	7.732236	21.217146	2.005384	9.84958	1
FBtr0307305	BtbVII-RE	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0078915	Sfxn1-3-RD	-1.181233	NOTEST	NOTEST	0.658055	46.719671	4.496644	1.679003	95.156	1
FBtr0345993	tyn-RE	-6.398658	NOTEST	NOTEST	-0.950788	0.68601	1.008497	1098.672881	0.003361	1
FBtr0075772	Hsc70Cb-RB	-1.802642	NOTEST	NOTEST	2.526966	105.524166	8.683909	3313.256028	13.2739	1
FBtr0347003	CG10096-RD	-3.097712	NOTEST	NOTEST	-0.726616	15.843404	13.627767	6995.6	0.0	0
FBtr0089209	Actbeta-RA	0.714474	0.052978	0.018	2.436941	1.413008	21.276607	1.735315	32.6525	1
FBtr0334337	CG13623-RB	-3.666354	NOTEST	NOTEST	0.109512	3.635932	2.133257	1.779665	7.316375	1
FBtr0290017	svr-RI	-3.959943	NOTEST	NOTEST	-0.812851	21.441859	10.880168	12.49688	0.25736	1
FBtr0088778	sut2-RA	-0.512777	0.12402	0.0996	1.927646	105.270131	9.184159	2.666479	1.50426	1
FBtr0083439	CG5863-RA	-1.796612	NOTEST	NOTEST	-0.228412	10.666667	20.0	4167.8	0.0	0
FBtr0334636	CG42324-RK	-2.284333	NOTEST	NOTEST	-1.178678	0.732182	22.000394	191993.0	0.083722	0
FBtr0343721	Gli-RF	0.494628	NOTEST	NOTEST	0.629416	74.518786	7.351648	11.169235	0.961417	1
FBtr0110768	Acp54A1-RA	-2.618647	NOTEST	NOTEST	-1.248603	15.495329	3.141401	115695.0	0.0	0
FBtr0084081	mod(mdg4)-RV	-1.33365	NOTEST	NOTEST	0.14194	4.721259	15.217057	586445.0	2.35941	0
FBtr0086509	cora-RA	-2.951308	NOTEST	NOTEST	-0.550594	0.868727	22.50508	308.042518	1.131064	1
FBtr0079221	Pfas-RC	0.633712	0.06041	0.0237	2.12284	62.350867	7.33399	1.888345	23.26005	1
FBtr0086608	Hs3st-A-RA	-0.019085	NOTEST	NOTEST	-0.010309	11.052761	19.604102	145.4	0.000514	0
FBtr0075719	Mpcp2-RB	-1.665018	NOTEST	NOTEST	2.404247	7.239139	17.481105	5.137063	6.51356	1
FBtr0329895	ush-RC	-1.55644	NOTEST	NOTEST	1.540182	84.607827	23.825105	51826.8	0.133185	0
FBtr0077408	mRpS2-RA	-0.330122	0.099368	0.0644	2.528253	0.221995	0.400095	1.841815	6.87955	1
FBtr0299825	CAP-RK	-1.887955	NOTEST	NOTEST	-0.520735	34.779964	10.386782	442179.0	1.37529	0
FBtr0070987	CG14440-RA	-0.570364	0.098848	0.0638	-0.13681	16.808506	19.029834	2.038008	15.42945	1
FBtr0330106	Trf2-RH	1.717916	0.016399	0.0015	3.412269	110.546089	10.116086	1.417429	43.8472	1
FBtr0306235	CG17018-RE	-1.715477	NOTEST	NOTEST	-1.095014	49.299217	12.877218	23105.9	0.0	0
FBtr0079801	Eaat1-RA	1.912063	0.019427	0.0021	2.581339	6.004869	5.917752	1.424658	65.0126	1
FBtr0079746	raw-RA	-6.012882	NOTEST	NOTEST	-1.332422	6.41346	17.909379	4.59286	11.49	1
FBtr0079147	Gpdh1-RC	0.591804	0.048207	0.015	3.111639	1.057138	2.129712	2.283228	42.0958	1
FBtr0303570	CG31068-RC	-0.093296	NOTEST	NOTEST	-0.013323	0.0	-0.0	375.3	0.0	0
FBtr0309115	hts-RR	-0.926539	NOTEST	NOTEST	-0.633958	39.013158	16.532538	1370391.0	0.258959	0
FBtr0333088	poe-RB	0.111294	0.08357	0.0456	1.364281	96.815688	5.335561	1049.554078	22.89625	1
FBtr0303562	br-RL	-3.722181	NOTEST	NOTEST	1.762125	43.555023	3.90808	1.51172	1.67262	1
FBtr0332496	Syx4-RB	1.64004	0.019427	0.0021	1.920604	7.023144	2.732884	8.559799	9.68388	1
FBtr0302151	nemy-RG	-4.565218	NOTEST	NOTEST	-1.033546	13.14139	5.264009	357554.0	0.832448	0
FBtr0072233	Pym-RA	-2.188431	NOTEST	NOTEST	0.720787	78.8772	17.641299	2.227585	1.94352	1
FBtr0082124	RhoL-RA	-2.358481	NOTEST	NOTEST	1.130761	5.24274	17.087893	2.10142	34.98245	1
FBtr0345541	RpL21-RC	-1.399661	NOTEST	NOTEST	-1.369595	62.289812	5.731138	245748.0	0.0	0
FBtr0308585	CG33226-RC	-2.025798	NOTEST	NOTEST	-0.250291	32.0	12.0	7191.4	0.0	0
FBtr0083183	spn-E-RA	1.617283	0.012733	0.0009	1.927334	5.407701	18.306804	1.872428	1.751435	1
FBtr0306852	meru-RC	-1.810262	NOTEST	NOTEST	-0.229964	0.0	0.00031	4267.9	2.4e-05	0
FBtr0085299	Hrb98DE-RE	-1.405576	NOTEST	NOTEST	0.937701	68.279802	1.563805	2.656194	10.3277	1
FBtr0071254	CG12075-RB	-2.785239	NOTEST	NOTEST	-1.5502	0.498347	23.477798	5603.137432	0.250903	1
FBtr0089096	gw-RB	-1.098709	NOTEST	NOTEST	2.121701	0.912324	21.660417	7538.458626	5.30035	1
FBtr0087924	Cpr49Ah-RA	-6.891294	NOTEST	NOTEST	0.405333	23.626028	10.853119	36704.4	0.087524	0
FBtr0070064	cin-RB	-2.012847	NOTEST	NOTEST	-0.549335	35.929547	7.165443	1671481.0	1.856591	0
FBtr0113288	jigr1-RF	0.525219	0.055308	0.0195	1.000736	5.501999	22.826102	2.631737	12.34295	1
FBtr0345295	Pink1-RI	-6.985552	NOTEST	NOTEST	-1.989573	9.371314	19.473333	59.724868	10.28025	1
FBtr0303303	CG42758-RA	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0085158	CG5934-RA	-0.175963	0.103453	0.0698	4.846936	89.501562	20.851552	1.653312	21.1053	1
FBtr0304995	Ect4-RF	-0.51896	0.127268	0.1046	0.244367	83.490071	19.136371	1.493889	30.78245	1
FBtr0329998	Pcl-RB	-3.940216	NOTEST	NOTEST	-0.683207	17.925098	10.201415	1.279756	5.059795	1
FBtr0299903	Rab21-RC	-3.868868	NOTEST	NOTEST	0.367578	6.618416	5.512624	1.385935	14.1469	1
FBtr0339650	Sin3A-RH	-0.76403	0.138063	0.1215	3.238745	86.539645	4.74869	2.08777	7.51748	1
FBtr0081950	hb-RB	-1.722095	NOTEST	NOTEST	-0.573542	21.374932	23.291572	10.01161	0.214774	1
FBtr0301644	TBPH-RF	-1.097851	NOTEST	NOTEST	-0.199705	66.183454	6.672565	196719.0	0.683183	0
FBtr0080440	Pect-RC	-2.168187	NOTEST	NOTEST	-0.262504	2e-06	0.002776	948.530542	0.014919	1
FBtr0308806	unc-13-RE	-1.405323	NOTEST	NOTEST	-0.728545	4.62623	0.123162	1.804881	97.8869	1
FBtr0342598	CG34164-RC	-1.112069	NOTEST	NOTEST	-0.311696	9.794694	19.553073	177194.0	0.463116	0
FBtr0336710	CG14693-RE	-0.0	NOTEST	NOTEST	-0.0	0.0	-0.0	1.6	0.0	0
FBtr0082487	Ect3-RA	0.571994	0.047923	0.0148	2.012754	19.607974	22.258161	1.770785	13.29695	1
FBtr0081832	mRpL1-RA	0.402201	0.042756	0.011	1.449924	1.376293	21.658363	2.159343	6.90779	1
FBtr0070981	RpL17-RC	-1.596598	NOTEST	NOTEST	0.293411	11.6613	4.226612	1.959943	18.1599	1
FBtr0335243	mira-RC	-2.026887	NOTEST	NOTEST	-0.25039	32.0	12.0	7221.0	0.0	0
FBtr0079689	CG17834-RD	-2.733608	NOTEST	NOTEST	-0.709997	41.011587	17.369625	97115.9	0.0	0
FBtr0070129	SkpA-RE	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0300050	CG12426-RB	-6.826092	NOTEST	NOTEST	-0.572865	0.0	24.0	11673.4	0.0	0
FBtr0086257	Nnf1a-RA	0.576594	0.033074	0.0061	1.330347	2.66333	0.238656	7.188729	2.70307	1
FBtr0077956	CG4552-RA	0.446993	0.063656	0.026	0.970264	4.407077	3.198146	1.480639	13.86755	1
FBtr0077816	Npc2a-RA	-2.543601	NOTEST	NOTEST	-0.723716	5.933166	18.3043	1.39695	99.59235	1
FBtr0079776	DIP-zeta-RB	-1.688818	NOTEST	NOTEST	-0.942911	56.038554	14.299333	16507.863248	0.614432	1
FBtr0088632	CG13741-RA	0.666186	0.042756	0.011	1.33206	69.939926	3.141047	2.166576	4.028155	1
FBtr0074664	CG7406-RA	-1.613268	NOTEST	NOTEST	4.096624	0.0	24.0	17138.7	0.0	0
FBtr0070353	Edem1-RB	0.133132	0.07524	0.0366	3.082504	48.496267	2.899654	2.243223	13.65715	1
FBtr0083667	CG7706-RA	-0.076773	0.094267	0.0581	1.429899	10.599154	3.72761	1.945447	1.475515	1
FBtr0075498	Tasp1-RA	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0088929	CG1946-RA	-1.581376	NOTEST	NOTEST	-0.357257	74.931847	9.157957	34540.5	0.097332	0
FBtr0073276	Gad1-RA	-0.634148	0.09098	0.0544	0.70369	2.630677	23.226123	1.456669	76.57965	1
FBtr0333667	pum-RG	-0.937659	0.127268	0.1046	0.037494	23.498529	18.110646	1.995212	5.39011	1
FBtr0072634	LysD-RA	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0079991	CG4995-RC	-0.67168	NOTEST	NOTEST	1.891982	73.248407	3.820339	9906.0	0.0	0
FBtr0332320	Top2-RB	-4.395599	NOTEST	NOTEST	1.862806	15.316013	8.525821	78937.7	0.335553	0
FBtr0339242	CG6420-RB	-3.26398	NOTEST	NOTEST	-0.50999	1.144086	21.439528	1.76329	8.438215	1
FBtr0331514	orb2-RD	-7.256231	NOTEST	NOTEST	-4.461252	18.812801	6.300203	36919.7	0.210354	0
FBtr0303103	CG7991-RC	-2.422728	NOTEST	NOTEST	1.173177	13.726656	3.966393	1.811065	1.447	1
FBtr0333129	CG42481-RB	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0080821	CG31819-RA	-4.159053	NOTEST	NOTEST	-0.864428	1.663216	14.714313	5436.9	0.016085	0
FBtr0300762	CG12699-RB	-5.870149	NOTEST	NOTEST	-0.560151	10.666667	20.0	9956.4	0.0	0
FBtr0086274	RpS18-RA	-2.889873	NOTEST	NOTEST	2.708531	6.917692	18.435489	164675001.0	497.73	0
FBtr0076849	akirin-RB	-7.32573	NOTEST	NOTEST	-2.960868	6.001639	20.855889	2.056185	38.3711	1
FBtr0300348	CG14142-RC	-2.101176	NOTEST	NOTEST	1.015164	100.314971	11.719125	124198.0	0.000209	0
FBtr0077358	CG17600-RA	-2.525206	NOTEST	NOTEST	-1.075289	3.17429	20.217954	38123.5	0.115244	0
FBtr0075389	TMS1-RA	-0.907891	0.153794	0.1474	2.446774	15.264272	9.254947	1.448417	43.9923	1
FBtr0310491	CG43689-RF	-3.407365	NOTEST	NOTEST	0.306292	96.280364	5.152022	44473.3	0.212593	0
FBtr0343148	CG1998-RC	-0.294867	0.109938	0.0786	0.685748	22.012246	19.356946	2.755842	2.9333	1
FBtr0077310	GstT3-RA	-3.017688	NOTEST	NOTEST	1.14906	3.705089	4.707086	2.200565	5.256215	1
FBtr0339258	to-RB	0.4271	0.058216	0.0216	1.124262	2.318839	20.673829	4.50735	14.5359	1
FBtr0082490	mfas-RC	-0.78026	NOTEST	NOTEST	-0.28077	91.534773	10.848029	51447.8	0.137141	0
FBtr0091449	CG33509-RA	-1.001258	NOTEST	NOTEST	1.036658	2.534284	3.887422	3.662932	0.352494	1
FBtr0334627	apolpp-RB	-0.037542	0.066241	0.0284	0.622907	34.343424	13.266675	1.613277	119.7705	1
FBtr0081881	CG8036-RB	-6.306551	NOTEST	NOTEST	-0.948091	51.675178	8.804133	31408.9	0.0	0
FBtr0303914	ctrip-RE	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0342981	a-RD	0.321362	0.066863	0.0288	0.984451	82.407321	8.580741	2.077963	4.36139	1
FBtr0073407	CG1637-RC	-0.253959	0.104739	0.0718	1.084298	3.401925	19.498377	1.707604	25.99075	1
FBtr0339319	Cyp6a18-RB	-3.015505	NOTEST	NOTEST	-1.179896	28.713388	23.333692	2290.1	0.0	0
FBtr0329827	ppk23-RD	-4.72839	NOTEST	NOTEST	1.04126	1.810619	21.223011	6963.04878	0.55096	1
FBtr0345249	MED31-RE	-2.45407	NOTEST	NOTEST	2.49298	0.611845	22.342966	16.422004	1.180025	1
FBtr0345932	Orcokinin-RC	-0.337534	0.114968	0.0856	1.66176	3.963913	16.758347	2.3697	7.24206	1
FBtr0300713	CNMa-RB	-5.2e-05	NOTEST	NOTEST	-1.1e-05	9.694733	19.594396	8.9	0.0	0
FBtr0334881	ogre-RF	-0.53353	NOTEST	NOTEST	0.306417	15.683121	22.008751	34744.9	0.1863	0
FBtr0273383	CG31805-RB	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0086592	CG15118-RD	-4.278778	NOTEST	NOTEST	-0.655823	23.387907	16.213629	2.146529	9.082025	1
FBtr0087728	Nrk-RA	2.310906	NOTEST	NOTEST	2.987536	28.393133	22.650537	1.390442	2.98161	1
FBtr0330682	RpS2-RB	-2.186973	NOTEST	NOTEST	2.030125	24.434433	10.573797	111917.0	0.610421	0
FBtr0336740	CG3358-RF	-1.024253	NOTEST	NOTEST	0.797523	12.875946	19.819981	1.975658	5.41109	1
FBtr0070663	Femcoat-RB	-2.001274	NOTEST	NOTEST	-0.248045	42.666667	8.0	6600.9	0.0	0
FBtr0088707	PGRP-SC1a-RA	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0074514	Taf8-RA	-0.769738	0.124381	0.1002	1.002995	19.869781	17.309497	5.245615	1.33784	1
FBtr0321317	CG43709-RA	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0080024	CG5188-RA	-2.279728	NOTEST	NOTEST	-0.408468	79.393796	1.494276	2.058818	3.86616	1
FBtr0332987	CG32264-RM	-0.012824	NOTEST	NOTEST	-0.001832	74.666667	4.0	136.7	0.0	0
FBtr0332308	gd-RC	-1.938262	NOTEST	NOTEST	-0.41076	30.536833	1.509808	8776.1	0.032652	0
FBtr0304620	Spn-RI	-2.01921	NOTEST	NOTEST	-0.24969	0.0	-0.0	7019.1	0.0	0
FBtr0332083	Pdp1-RO	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0310061	CG6340-RF	-1.713466	NOTEST	NOTEST	1.900071	37.466439	1.123196	1.662282	11.0055	1
FBtr0345023	eEF1alpha1-RE	-1.186418	NOTEST	NOTEST	-0.80537	41.274274	13.447023	100481.0	0.0	0
FBtr0087100	CG4945-RC	-2.700278	NOTEST	NOTEST	-0.372337	45.716771	23.970807	9.617883	0.372136	1
FBtr0091620	CG33643-RA	-2.137245	NOTEST	NOTEST	-0.260213	0.0	24.0	15583.9	0.0	0
FBtr0114531	gfzf-RD	-1.245689	NOTEST	NOTEST	0.35828	7.30786	17.69314	1.922462	24.06545	1
FBtr0087945	vis-RB	-0.327949	NOTEST	NOTEST	0.494244	22.070466	22.499841	3.672089	0.394477	1
FBtr0300854	CG42525-RA	-3e-05	NOTEST	NOTEST	-1.3e-05	7.346509	5.49991	4.7	1.4e-05	0
FBtr0083137	Rpb7-RA	0.626815	0.057162	0.0208	0.949576	32.79685	21.499717	2.330859	7.258415	1
FBtr0452181	yki-RH	-0.967351	0.164037	0.1633	0.641825	19.595156	8.697833	3.38561	5.95499	1
FBtr0076160	Sgs8-RA	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0088805	CG14757-RA	-0.96576	0.158312	0.1546	1.917601	3.134869	2.303538	1.933218	13.1873	1
FBtr0089271	tutl-RE	0.969654	0.040674	0.0097	1.06769	21.61294	6.398146	1.71802	1.94919	1
FBtr0072757	CG33230-RA	0.6692	NOTEST	NOTEST	2.001984	3.098636	22.172728	1.388972	7.915165	1
FBtr0301420	l(2)01289-RG	-1.824354	NOTEST	NOTEST	2.759764	1.867411	3.203022	2.117622	6.283945	1
FBtr0303454	Ptp99A-RG	-0.148756	0.090699	0.054	0.071697	16.477667	15.753736	1.67969	28.3573	1
FBtr0339691	CG7860-RB	0.275819	NOTEST	NOTEST	1.348447	16.800812	22.443386	3.54405	0.504733	1
FBtr0332728	Fibp-RG	-1.812853	NOTEST	NOTEST	0.045598	10.51777	19.698744	81898.9	0.19452	0
FBtr0334645	Hn-RC	-0.932062	0.157989	0.1541	1.449287	10.932908	6.241989	1.840257	208.513	1
FBtr0084095	CG16791-RA	-2.310617	NOTEST	NOTEST	0.189952	4.799336	23.069942	1.306724	27.28905	1
FBtr0333538	CG9121-RC	-1.492798	NOTEST	NOTEST	-0.8246	3.354295	3.969371	7.127387	2.033005	1
FBtr0070079	CG3156-RA	-0.794185	0.144286	0.132	1.520077	77.6962	1.77804	1.760213	5.70328	1
FBtr0081485	CG31626-RA	-1.36821	NOTEST	NOTEST	0.510663	12.588453	22.768179	30037.266667	0.203525	1
FBtr0331789	fmt-RB	-1.02818	NOTEST	NOTEST	0.605013	9.469275	17.377422	23078.1	0.090684	0
FBtr0299513	CG42249-RB	-3.423748	NOTEST	NOTEST	-1.646799	18.395781	3.302873	4.650717	0.354164	1
FBtr0074969	lush-RA	-3.545363	NOTEST	NOTEST	0.024352	20.392793	15.095287	4580.464441	0.001375	1
FBtr0300032	CG4678-RD	-3.5244	NOTEST	NOTEST	-1.257215	4.212648	13.519919	195073.0	0.28999	0
FBtr0331289	CG5080-RC	-5.088054	NOTEST	NOTEST	-3.970884	9.741568	20.967088	66817.9	0.297866	0
FBtr0304869	FoxP-RC	-0.998352	0.163342	0.1625	0.221055	13.471755	20.813326	1.710031	10.93755	1
FBtr0307326	Mitf-RA	-4.996063	NOTEST	NOTEST	1.592936	28.10139	13.688522	1.849043	9.832045	1
FBtr0088879	CG2915-RA	-1.332801	NOTEST	NOTEST	0.49764	88.673784	5.389242	2.175963	7.83399	1
FBtr0344216	CG3632-RJ	-3.934422	NOTEST	NOTEST	-3.423604	11.432514	5.807022	1.993745	10.6007	1
FBtr0290124	CG2121-RB	-2.089824	NOTEST	NOTEST	-0.256048	74.666667	4.0	9823.8	0.0	0
FBtr0086808	CG10911-RA	-1.524505	NOTEST	NOTEST	0.540013	59.861836	8.817956	28729.8	0.067346	0
FBtr0083812	CG31459-RA	-0.169951	NOTEST	NOTEST	0.028688	72.886652	8.467472	19913.2	0.0	0
FBtr0075577	CG7304-RB	-1.743908	NOTEST	NOTEST	-0.2231	10.666667	20.0	3835.3	0.0	0
FBtr0344992	CG32022-RB	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0073140	CG14974-RA	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0346695	CG40813-RB	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0081982	sage-RA	-2.548116	NOTEST	NOTEST	-0.975082	16.245119	0.58665	122393.0	0.343765	0
FBtr0273392	Ir75a-RB	-0.33305	NOTEST	NOTEST	2.472256	13.001055	20.8311	19260.4	0.05629	0
FBtr0304570	RyR-RG	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0344996	Mlp60A-RF	-1.213261	NOTEST	NOTEST	1.485518	4.684405	19.050339	1.746512	170.9215	1
FBtr0343042	X11Lbeta-RE	-1.974658	NOTEST	NOTEST	0.541797	61.143606	7.122095	3.164002	2.688455	1
FBtr0082339	CG4757-RA	-2.033331	NOTEST	NOTEST	-0.780532	53.45161	5.475307	4.216589	86.7394	1
FBtr0334657	CG9399-RE	-1.838877	NOTEST	NOTEST	0.348611	6.282471	4.00038	1.781199	45.2178	1
FBtr0071122	fs(1)h-RE	-1.734668	NOTEST	NOTEST	-1.050627	31.554797	10.916427	105344.0	0.001261	0
FBtr0112971	CG2990-RC	-4.491147	NOTEST	NOTEST	-0.573895	21.087284	8.201884	7052.214286	0.057791	1
FBtr0087701	cbc-RA	-2.017627	NOTEST	NOTEST	-0.049804	32.09038	23.569771	1.513868	8.23141	1
FBtr0113338	cpx-RM	2.837772	0.010249	0.0006	4.081297	6.554727	3.456239	3.962319	5.360565	1
FBtr0300100	Sugb-RE	1.895315	0.011106	0.0007	3.209621	6.946136	5.663959	1.67767	8.940905	1
FBtr0083226	Akt1-RB	-1.139008	NOTEST	NOTEST	-0.386853	19.451925	22.605254	233341.0	0.194561	0
FBtr0076028	CG14131-RA	-1.987378	NOTEST	NOTEST	-0.24887	72.755841	3.93224	57537.4	0.05467	0
FBtr0310612	CG14627-RB	-3.2e-05	NOTEST	NOTEST	-2.5e-05	10.666667	8.0	4.3	0.0	0
FBtr0071353	CG7246-RA	1.797635	0.020338	0.0023	3.169522	17.331578	18.672609	1.97388	2.69948	1
FBtr0340542	PICK1-RD	-6.767396	NOTEST	NOTEST	-3.472118	40.437323	11.667691	296607.0	2.032325	0
FBtr0078590	NPFR-RA	-0.677699	0.137096	0.1197	1.157717	16.084922	17.054134	1.979867	1.33617	1
FBtr0084603	crb-RA	-0.329837	NOTEST	NOTEST	2.143834	87.879027	5.595693	1273141.0	0.874299	0
FBtr0343144	CG13403-RB	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0112703	CG34417-RC	-2.860223	NOTEST	NOTEST	-0.404372	2.757632	4.066862	52576.4	0.149946	0
FBtr0345176	CG12948-RB	-4.315749	NOTEST	NOTEST	0.794015	2.361803	14.05314	5.454099	0.616585	1
FBtr0083373	AdSL-RA	-1.27668	NOTEST	NOTEST	1.657121	84.768155	10.552338	1.822934	21.4541	1
FBtr0088897	CG30383-RA	-2.057009	NOTEST	NOTEST	-1.313992	14.335643	20.927482	58579.2	0.227016	0
FBtr0340251	Sytalpha-RD	-0.237537	NOTEST	NOTEST	0.66632	7.026329	18.475497	1.315015	25.3566	1
FBtr0082797	rin-RB	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0302374	jbug-RL	0.020207	0.08397	0.046	2.947158	22.02158	23.471575	2.247355	9.884315	1
FBtr0337063	CG17556-RB	-4.704405	NOTEST	NOTEST	-1.907632	95.804778	1.171302	41228.951613	3.356505	1
FBtr0306848	CG43312-RA	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0332314	Inx2-RD	-3.837953	NOTEST	NOTEST	1.295294	8.789959	6.04115	2.179889	1.586085	1
FBtr0086184	CG30156-RA	-5.707912	NOTEST	NOTEST	0.867561	76.30705	7.333805	1.895199	2.249395	1
FBtr0075851	cmb-RA	-0.015405	NOTEST	NOTEST	-0.003654	0.783955	22.484993	164.2	0.0	0
FBtr0303085	CG42733-RB	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0075446	ATPsynbetaL-RA	-1.850139	NOTEST	NOTEST	-0.048123	47.634931	8.432587	18185.0	0.026203	0
FBtr0331462	nSyb-RK	-3.259681	NOTEST	NOTEST	0.935226	5.477192	4.359277	1.699509	21.49755	1
FBtr0303892	CG34398-RH	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0343835	CG42502-RB	-3.841651	NOTEST	NOTEST	-1.595031	9.859255	17.318103	2.959564	1.94	1
FBtr0332024	Ca-alpha1D-RI	0.042999	0.070857	0.0323	0.385094	88.846391	4.690846	6.697446	10.30114	1
FBtr0082667	Cyp313a4-RA	-2.198963	NOTEST	NOTEST	-1.922194	16.663593	21.410613	2.178073	1.17737	1
FBtr0086787	CG5757-RA	-0.591867	0.1212	0.0954	1.25462	1.81502	0.854567	5.501561	4.22005	1
FBtr0301589	SNF4Agamma-RS	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0304738	CG34299-RB	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0305041	CG31140-RG	-3.217072	NOTEST	NOTEST	-1.048495	22.985636	22.736642	81721.0	0.343102	0
FBtr0345648	CG18568-RB	-1.979564	NOTEST	NOTEST	-0.245752	42.666666	8.000588	6184.5	0.0	0
FBtr0081948	ranshi-RA	-0.382554	0.110897	0.0803	0.87938	3.622168	2.353623	1.972249	4.781515	1
FBtr0344294	MCU-RI	-5.128016	NOTEST	NOTEST	-0.711924	17.3286	16.144741	42194.1	0.0	0
FBtr0301296	slx1-RB	-3.358683	NOTEST	NOTEST	1.470181	76.076451	5.687322	3.420488	0.824737	1
FBtr0334933	Scp1-RB	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0307040	Ncoa6-RC	-0.530219	NOTEST	NOTEST	1.485363	80.551441	16.920486	6604.2	0.031571	0
FBtr0339356	CG8635-RB	-1.72345	NOTEST	NOTEST	0.164542	95.71385	21.701976	1.609233	14.74595	1
FBtr0334976	pHCl-1-RG	-1.275954	NOTEST	NOTEST	1.736502	103.185853	6.262727	2.583245	3.771955	1
FBtr0347001	Ets65A-RE	-3.591081	NOTEST	NOTEST	-0.214907	88.732184	15.319453	1.240015	4.92801	1
FBtr0300918	CG2750-RB	0.538225	NOTEST	NOTEST	0.942457	9.722286	0.024175	6.273325	0.021089	1
FBtr0333367	Neos-RB	-2.618601	NOTEST	NOTEST	-1.938952	57.88622	22.118928	2.736044	4.00361	1
FBtr0343582	l(1)G0196-RO	-0.508037	NOTEST	NOTEST	-0.221695	37.683121	1.35483	82149.4	0.250985	0
FBtr0307164	dtn-RB	0.306592	0.070857	0.0323	2.838288	57.118736	4.903165	2.213541	8.717535	1
