ID	Symbol	RP24	qVal	pVal	F24	Avg_Random_F24_Score	qVal	pVal
FBtr0072627	Aplip1-RB	-4.70659	0.9001111978050245	0.83411	0.18813	0.8890476650000001	0.9001111978050245	0.83411
FBtr0307074	uif-RF	-1.72156	0.5120151628276409	0.30738	0.73369	0.578281095	0.5120151628276409	0.30738
FBtr0331393	mwh-RB	-0.48319	NOTEST	NOTEST	0.0102	0.0	NOTEST	NOTEST
FBtr0333161	anne-RI	-2.16477	NOTEST	NOTEST	24.25414	0.0	NOTEST	NOTEST
FBtr0084712	CG11069-RA	2.54985	0.02555921875	0.00065	0.82714	0.17788904000000003	0.02555921875	0.00065
FBtr0100145	Lasp-RB	-0.20304	0.22227057975034675	0.06368	9.00624	3.5227117349999997	0.22227057975034675	0.06368
FBtr0082012	E(var)3-9-RA	-3.49108	0.7954101177467973	0.67107	0.03006	0.06719387	0.7953627062923888	0.67103
FBtr0332243	COX4-RD	-3.02476	0.7356909098148516	0.58728	0.04481	0.07548806500000001	0.7356909098148516	0.58718
FBtr0415451	yuri-RR	-8.0701	NOTEST	NOTEST	0.00011	0.0	NOTEST	NOTEST
FBtr0072986	CG1271-RB	-1.09494	0.38178787960771055	0.17944	0.23536	0.13421707	0.3817666029759892	0.17942
FBtr0302853	CG31262-RF	-0.45564	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0342873	Magi-RB	-1.36761	NOTEST	NOTEST	0.09256	0.0	NOTEST	NOTEST
FBtr0084999	Ald-RD	1.60889	0.05450476863753213	0.00336	14.99651	3.5954830950000005	0.05450476863753213	0.00336
FBtr0075095	GNBP2-RA	1.69753	0.056081535580524346	0.00357	4.21058	0.985489705	0.056081535580524346	0.00357
FBtr0307115	CG7368-RC	-1.8004	0.518166319800289	0.31342	0.1515	0.122608285	0.518166319800289	0.31342
FBtr0445398	Pmi-RF	-3.40695	NOTEST	NOTEST	0.00331	0.0	NOTEST	NOTEST
FBtr0072773	CG13921-RB	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0290231	InR-RC	-1.76478	NOTEST	NOTEST	1.45596	0.0	NOTEST	NOTEST
FBtr0347111	pre-mod(mdg4)-G-RA	-5.47881	0.9435267932349528	0.90446	0.05064	0.412593725	0.9435059293649478	0.90444
FBtr0273402	CG8620-RB	-3.96541	0.8445665326272327	0.74774	0.26237	0.806142655	0.8445439439906651	0.74774
FBtr0088216	CG7220-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0333008	CG15357-RB	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0080306	CG6770-RA	-1.62082	0.49013764454845815	0.28265	7247.1199	5278.452623454999	0.4900802093375568	0.28265
FBtr0076960	SP1173-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0074697	CG7556-RA	1.2622	0.06054220571428572	0.00419	1.95214	0.5013461450000001	0.06054220571428572	0.00419
FBtr0072349	Letm1-RC	0.32137	0.11364173362685746	0.01638	0.30658	0.102245645	0.11361484280198567	0.01637
FBtr0334041	AnxB11-RF	-6.2072	0.9620809782342871	0.93792	1.00548	13.419200214999998	0.9620809782342871	0.93792
FBtr0335269	l(2)09851-RB	-1.69979	NOTEST	NOTEST	0.43091	0.0	NOTEST	NOTEST
FBtr0114455	AstCC-RB	-4.63796	NOTEST	NOTEST	0.00149	0.0	NOTEST	NOTEST
FBtr0085032	TwdlH-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0089122	Rad23-RA	-0.13688	0.18878564276485785	0.04639	47.85094	18.262104680000004	0.18878564276485785	0.04639
FBtr0333094	CG5446-RC	-3.45921	0.7911985546616184	0.66431	1.66585	3.645124755	0.7911985546616184	0.66431
FBtr0333806	HisRS-RE	-0.09225	NOTEST	NOTEST	0.04187	0.0	NOTEST	NOTEST
FBtr0339695	CG1575-RB	-2.43288	0.6432007381584772	0.46158	0.24411	0.278777245	0.6432007381584772	0.46156
FBtr0332015	ham-RD	-3.20338	NOTEST	NOTEST	0.00153	0.0	NOTEST	NOTEST
FBtr0072985	CG32485-RA	-0.78495	NOTEST	NOTEST	7.79665	0.0	NOTEST	NOTEST
FBtr0081017	CadN-RF	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0302548	Sh3beta-RE	0.58862	0.11786946305156831	0.01762	1.1796	0.36382567	0.11786946305156831	0.01762
FBtr0111080	Dscam1-RBH	-1.34385	NOTEST	NOTEST	0.00323	0.0	NOTEST	NOTEST
FBtr0304137	CG6144-RC	0.8454	NOTEST	NOTEST	2.54939	0.0	NOTEST	NOTEST
FBtr0330303	spg-RD	-2.3559	NOTEST	NOTEST	0.00038	0.0	NOTEST	NOTEST
FBtr0075096	GNBP2-RD	-7.06233	NOTEST	NOTEST	0.00235	0.0	NOTEST	NOTEST
FBtr0114614	olf186-F-RE	0.53323	0.13278779756326148	0.02252	2.3803	0.699897035	0.13278779756326148	0.02252
FBtr0073010	CG9970-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0301759	CG7963-RB	-2.53308	NOTEST	NOTEST	0.00056	0.0	NOTEST	NOTEST
FBtr0076425	RpS9-RD	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0303655	para-RE	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0309074	CG43439-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0074974	Ltn1-RA	-2.38804	NOTEST	NOTEST	0.81937	0.0	NOTEST	NOTEST
FBtr0273421	Arv1-RC	-0.61105	0.23786013222711955	0.07291	1.21443	0.552204245	0.23786013222711955	0.07291
FBtr0075896	AdenoK-RB	-0.68192	NOTEST	NOTEST	3.58293	0.0	NOTEST	NOTEST
FBtr0346299	CG15927-RB	-1.97635	NOTEST	NOTEST	0.0022	0.0	NOTEST	NOTEST
FBtr0089067	CaMKI-RA	-1.89363	0.5485219954447678	0.34451	91.58534	80.613627405	0.5485219954447678	0.34451
FBtr0088022	CG8888-RA	-2.73435	NOTEST	NOTEST	0.03926	0.0	NOTEST	NOTEST
FBtr0071058	CG11368-RA	-0.20724	0.2334045265101556	0.07031	5315.88755	2081.368878585	0.2334045265101556	0.07031
FBtr0074850	CG17233-RC	-6.00617	0.9572480144167759	0.92872	0.00915	0.10904114	0.957175864187418	0.92865
FBtr0087912	CG13159-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0091882	His2B:CG33878-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0330065	CG10103-RF	0.3208	NOTEST	NOTEST	0.58378	0.0	NOTEST	NOTEST
FBtr0080816	CG4892-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0091881	His4:CG33877-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0300120	CG13924-RB	-5.90069	NOTEST	NOTEST	0.00044	0.0	NOTEST	NOTEST
FBtr0302546	Sh3beta-RC	1.14585	0.06655248394004282	0.00494	62.29866	16.690742890000003	0.06648130481283422	0.00494
FBtr0086918	CG18467-RA	-1.82235	0.5551008560700876	0.352	0.12453	0.10395363	0.5550776212557965	0.35196
FBtr0077679	Ts-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0345676	Obp56d-RB	-0.81625	0.322709712890625	0.13127	818.88809	424.238496325	0.32269583870337826	0.13127
FBtr0083560	CG14314-RA	-0.01029	0.20387455952380953	0.05444	0.50677	0.181132915	0.20387455952380953	0.05444
FBtr0070852	Sirt4-RC	-1.20377	0.4056795204031865	0.19831	0.31302	0.19104337499999996	0.4056795204031865	0.19831
FBtr0347561	CG3348-RB	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0084100	CG3301-RA	0.74344	0.12732575037147104	0.02043	12.60549	3.6523425699999996	0.12732575037147104	0.02043
FBtr0332372	Mad-RB	-3.14679	NOTEST	NOTEST	0.14966	0.0	NOTEST	NOTEST
FBtr0302713	CG42674-RB	1.50845	0.03623904	0.00144	0.27326	0.06644259500000001	0.03623904	0.00144
FBtr0083567	14-3-3epsilon-RC	0.52447	0.14748446511627908	0.0277	48.34094	15.418664235	0.14748446511627908	0.0277
FBtr0112856	Gyc32E-RB	-3.16149	NOTEST	NOTEST	0.00305	0.0	NOTEST	NOTEST
FBtr0345375	Psc-RC	-0.85722	NOTEST	NOTEST	0.01677	0.0	NOTEST	NOTEST
FBtr0308086	CG1674-RK	-0.85101	0.3028635497835498	0.11676	1.55278	0.7850893149999999	0.30280112943116244	0.11676
FBtr0345787	CG32762-RB	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0072679	l(3)02640-RA	-1.45349	0.4607161417322835	0.2511	2.87276	2.000857685	0.4607043019527835	0.2511
FBtr0070608	CG2930-RD	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0344768	drm-RC	0.67068	NOTEST	NOTEST	0.18242	0.0	NOTEST	NOTEST
FBtr0071046	CG1958-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0083987	KaiR1D-RA	1.47364	NOTEST	NOTEST	1.22137	0.0	NOTEST	NOTEST
FBtr0070479	eIF2Bbeta-RA	-0.5798	0.29180704496788007	0.1083	2.85083	1.3381875149999998	0.29180704496788007	0.1083
FBtr0335460	CG9813-RG	-4.3807	0.8898623614353653	0.81787	0.80122	3.190607485	0.8898289408611447	0.81787
FBtr0331578	bma-RE	-0.73851	NOTEST	NOTEST	0.00225	0.0	NOTEST	NOTEST
FBtr0079488	CG7154-RA	-0.21346	0.23145175588865097	0.06869	0.37285	0.14787677999999999	0.23145175588865097	0.06869
FBtr0081405	phr6-4-RB	-1.07156	NOTEST	NOTEST	0.00242	0.0	NOTEST	NOTEST
FBtr0087681	CG33156-RC	-1.9757	0.5767094067078339	0.37853	0.08365	0.07416196	0.576663700205836	0.3785
FBtr0310642	CG15445-RF	-2.04936	0.5666593194359288	0.36725	0.05865	0.055403525	0.5666593194359288	0.36725
FBtr0344137	mahe-RC	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0089023	Tsp42Ef-RA	1.26601	NOTEST	NOTEST	25.1881	0.0	NOTEST	NOTEST
FBtr0089707	MESK2-RE	-4.68016	0.9024313109703919	0.8381	0.19148	0.931678375	0.9024097758001026	0.83808
FBtr0086133	Cyp6a2-RA	0.47289	0.09937042056074766	0.01183	0.48622	0.1470776	0.09937042056074766	0.01183
FBtr0332895	CG12645-RC	-2.23471	NOTEST	NOTEST	0.00011	0.0	NOTEST	NOTEST
FBtr0087743	CG4676-RA	-1.55595	0.47426996173469393	0.26593	0.10697	0.07551769	0.47426996173469393	0.26593
FBtr0343828	CG31789-RC	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0331383	CG14053-RB	-0.20678	NOTEST	NOTEST	0.0142	0.0	NOTEST	NOTEST
FBtr0302936	Cp7Fb-RB	-2.60529	0.6684945971107544	0.49647	0.04577	0.05756142	0.6683734125200642	0.49638
FBtr0075377	CG4998-RA	-1.3062	NOTEST	NOTEST	0.00421	0.0	NOTEST	NOTEST
FBtr0070612	CG15239-RA	-2.62942	NOTEST	NOTEST	6e-05	0.0	NOTEST	NOTEST
FBtr0290219	ITP-RD	-2.6748	0.6983199366957243	0.53463	3.62305	4.84320182	0.6982618173326414	0.53463
FBtr0080876	dac-RB	-2.04577	NOTEST	NOTEST	0.04561	0.0	NOTEST	NOTEST
FBtr0339125	ACC-RG	-1.41064	NOTEST	NOTEST	0.16368	0.0	NOTEST	NOTEST
FBtr0076267	tna-RA	-3.1301	0.7482792866967971	0.60526	0.28301	0.48367884	0.7482545608174493	0.60524
FBtr0302718	Cpr47Ef-RC	0.00105	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0072312	pio-RB	-0.93869	0.3503524488677867	0.15246	5.86313	3.13477913	0.3503524488677867	0.15246
FBtr0073769	CG1640-RB	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0087528	cg-RC	-1.53165	NOTEST	NOTEST	0.00912	0.0	NOTEST	NOTEST
FBtr0301838	Ppn-RF	-0.64167	0.2987607319113342	0.1134	19.54117	9.16745179	0.2987310090014653	0.1134
FBtr0308231	CG5707-RC	-2.20169	0.59797743441948	0.40399	0.06693	0.06771084000000001	0.597910775020581	0.40399
FBtr0075209	U4-U6-60K-RA	-1.00257	0.36257350665483584	0.16237	0.11984	0.065785295	0.36257350665483584	0.16237
FBtr0077323	CG15456-RA	1.53753	0.03979632541133455	0.00173	4.13812	0.99974983	0.03979632541133455	0.00173
FBtr0301001	CG42537-RA	-2.8199	NOTEST	NOTEST	0.00433	0.0	NOTEST	NOTEST
FBtr0290295	LUBEL-RC	-1.872	NOTEST	NOTEST	0.01053	0.0	NOTEST	NOTEST
FBtr0081081	amos-RA	-2.14029	NOTEST	NOTEST	0.00037	0.0	NOTEST	NOTEST
FBtr0086972	SmydA-7-RA	-2.41765	0.6671662065637065	0.49437	0.07436	0.086824005	0.6671122254397254	0.49433
FBtr0330142	CG42324-RF	-4.51193	0.8820150583318823	0.80512	0.05113	0.22255545000000002	0.8820041032561379	0.80511
FBtr0085461	Naa40-RA	-3.63076	0.8181736932447398	0.70458	0.31068	0.7659301300000001	0.8181736932447398	0.70458
FBtr0309241	alph-RF	-0.00134	NOTEST	NOTEST	0.11434	0.0	NOTEST	NOTEST
FBtr0330674	Plc21C-RH	-2.16149	NOTEST	NOTEST	0.00132	0.0	NOTEST	NOTEST
FBtr0308836	Ih-RL	-0.81431	0.3254299671179884	0.13371	24.01718	12.13211152	0.3254299671179884	0.13371
FBtr0079383	nrv2-RD	-2.11723	0.576843957148045	0.37871	0.07526	0.07396965	0.576843957148045	0.37871
FBtr0070245	CG11403-RA	-1.87952	0.535121231520761	0.33079	0.0162	0.013431495	0.5349676121897904	0.33064
FBtr0305294	pyd-RF	1.47746	NOTEST	NOTEST	0.06967	0.0	NOTEST	NOTEST
FBtr0074896	RhoGDI-RA	-1.5325	0.47028939962745386	0.26084	68.75693	47.342176685	0.47028939962745386	0.26084
FBtr0085475	Gnpnat-RA	-1.61857	0.48301293871282974	0.27496	10.34781	7.675577445	0.48301293871282974	0.27496
FBtr0343365	CG9413-RC	1.2344	0.07907716444444444	0.00707	65.1991	16.657994405	0.07907716444444444	0.00707
FBtr0078183	in-RA	0.38213	0.10681701963117192	0.01427	0.01198	0.00381832	0.1064945979749851	0.01416
FBtr0299762	CG42321-RN	-0.16049	0.17279630692004302	0.03829	5.544	2.16423452	0.17279630692004302	0.03829
FBtr0074574	CG32549-RB	-0.52774	0.27452267118644064	0.09654	1.66142	0.74722937	0.27452267118644064	0.09654
FBtr0076963	eIF4E4-RA	-1.88224	NOTEST	NOTEST	3e-05	0.0	NOTEST	NOTEST
FBtr0084847	tobi-RA	-0.15886	0.10466306641837368	0.0134	55.07815	21.266079085	0.10466306641837368	0.0134
FBtr0080708	l(2)35Cc-RA	-3.62861	0.823283419408197	0.71199	0.01541	0.036975665	0.823283419408197	0.71199
FBtr0303164	Pol32-RB	-3.05493	NOTEST	NOTEST	0.0231	0.0	NOTEST	NOTEST
FBtr0310426	wge-RE	-5.55649	NOTEST	NOTEST	0.01032	0.0	NOTEST	NOTEST
FBtr0075015	CG14089-RA	-2.02979	NOTEST	NOTEST	0.00055	0.0	NOTEST	NOTEST
FBtr0080955	CG6304-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0079818	borr-RB	0.0194	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0303102	CG7991-RB	-2.4409	NOTEST	NOTEST	0.00857	0.0	NOTEST	NOTEST
FBtr0077692	CG3119-RB	-2.11672	NOTEST	NOTEST	0.00021	0.0	NOTEST	NOTEST
FBtr0346463	CG8498-RB	-2.16943	NOTEST	NOTEST	0.02279	0.0	NOTEST	NOTEST
FBtr0112750	CG34446-RA	-0.6884	0.2922841912708601	0.10857	1.95772	0.9477523	0.29222167058823534	0.10857
FBtr0304906	RhoGAP19D-RC	-0.21047	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0080727	THG-RA	-1.20772	0.37985650796340226	0.17812	0.05174	0.03135304	0.3798351880718401	0.1781
FBtr0299918	stw-RA	1.25663	0.04601673748103186	0.00241	6.75554	1.767440365	0.04601673748103186	0.00241
FBtr0070965	pod1-RB	-0.18257	NOTEST	NOTEST	0.10574	0.0	NOTEST	NOTEST
FBtr0089178	ci-RA	-1.10123	0.31681170009930487	0.12677	2.47529	1.410050955	0.31681170009930487	0.12677
FBtr0346420	CG6565-RC	-0.36187	0.2498018163918287	0.08066	0.55033	0.22840545499999998	0.2498018163918287	0.08066
FBtr0333829	CG17816-RK	-3.80974	0.8277145030629971	0.71944	0.71256	1.9225967599999998	0.8277145030629971	0.71944
FBtr0081525	Mondo-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0078992	Marcal1-RA	-0.00295	0.2057611565836299	0.05514	0.06233	0.022704385	0.2057611565836299	0.05514
FBtr0072036	Golgin245-RA	-0.31248	0.23251919312169309	0.06964	2.54513	1.011561575	0.23251919312169309	0.06964
FBtr0309853	CG5361-RB	-2.22774	NOTEST	NOTEST	0.001	0.0	NOTEST	NOTEST
FBtr0076458	Shc-RA	-1.89705	0.5497619873817036	0.34625	0.48728	0.42200503999999994	0.5497619873817036	0.34625
FBtr0085153	CG17192-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0301586	SNF4Agamma-RP	-1.69154	NOTEST	NOTEST	0.75444	0.0	NOTEST	NOTEST
FBtr0113031	CG4537-RB	0.11102	0.1462290614334471	0.02722	3.75806	1.3269455549999998	0.1462290614334471	0.02722
FBtr0072163	Adk2-RA	0.56192	NOTEST	NOTEST	14.35915	0.0	NOTEST	NOTEST
FBtr0087209	SP2353-RA	-0.03297	NOTEST	NOTEST	0.00431	0.0	NOTEST	NOTEST
FBtr0343615	Ca-beta-RO	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0307103	CG43355-RA	-3.54055	NOTEST	NOTEST	0.00079	0.0	NOTEST	NOTEST
FBtr0333952	RhoGEF3-RA	-1.56482	0.47686589255499157	0.26876	2.06695	1.4991085499999999	0.4768481500282008	0.26876
FBtr0339761	Opa1-RE	-3.64596	0.8175871341519712	0.70373	0.11102	0.272523185	0.8175871341519712	0.70373
FBtr0075924	CG17666-RB	-1.5719	NOTEST	NOTEST	0.0003	0.0	NOTEST	NOTEST
FBtr0344269	CG15186-RL	-1.61371	0.4859532935295751	0.27814	0.04565	0.033458065	0.48586593585115245	0.27809
FBtr0333765	Smr-RD	-2.47374	NOTEST	NOTEST	2e-05	0.0	NOTEST	NOTEST
FBtr0078495	Csp-RC	-2.8805	0.7127664795501023	0.55399	6.27796	9.78492511	0.7127623311190598	0.55399
FBtr0075941	CG10960-RC	1.66256	0.05299859602649006	0.00318	913.29218	227.31491381	0.05299859602649006	0.00318
FBtr0344941	CG7564-RC	-2.08905	0.5918532178863718	0.39656	0.10666	0.099630685	0.5918233685209348	0.39654
FBtr0075567	RhoGAP71E-RB	-1.52911	NOTEST	NOTEST	0.00314	0.0	NOTEST	NOTEST
FBtr0340238	CG44406-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0347574	Tmc-RD	-2.42744	NOTEST	NOTEST	0.00315	0.0	NOTEST	NOTEST
FBtr0300083	wech-RD	-1.68888	NOTEST	NOTEST	0.01337	0.0	NOTEST	NOTEST
FBtr0071890	MFS1-RA	-1.67897	NOTEST	NOTEST	2e-05	0.0	NOTEST	NOTEST
FBtr0080001	pim-RA	-4.50561	NOTEST	NOTEST	0.0379	0.0	NOTEST	NOTEST
FBtr0308310	Cngl-RF	-1.1232	0.31203912736799677	0.12305	0.61725	0.35078688	0.31201376864167674	0.12304
FBtr0347362	agt-RB	-0.77149	0.3204837330183107	0.12936	0.75641	0.36286341000000005	0.3204837330183107	0.12936
FBtr0077652	GABPI-RA	0.58439	0.05371593994778067	0.00327	1.48547	0.455994775	0.05371593994778067	0.00327
FBtr0088080	Ir48b-RA	-3.62517	NOTEST	NOTEST	2e-05	0.0	NOTEST	NOTEST
FBtr0345718	Phae2-RC	-1.90013	NOTEST	NOTEST	4e-05	0.0	NOTEST	NOTEST
FBtr0339891	CG10587-RD	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0333744	CG42748-RL	-10.35756	0.9978029770142368	0.99677	0.02005	4.97960651	0.9977822566019726	0.99677
FBtr0080290	CG12264-RA	-1.20027	NOTEST	NOTEST	2.80876	0.0	NOTEST	NOTEST
FBtr0073668	Rab40-RA	-3.43284	0.7961219689411764	0.6722	0.51953	1.08359857	0.7960745976470589	0.6722
FBtr0077163	CG15212-RA	-2.15074	NOTEST	NOTEST	0.00058	0.0	NOTEST	NOTEST
FBtr0301964	shot-RQ	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0290036	stas-RB	-3.01381	0.768606834955198	0.63398	0.27594	0.442765635	0.7685825879179111	0.63396
FBtr0086720	CG30116-RA	1.05396	NOTEST	NOTEST	0.00692	0.0	NOTEST	NOTEST
FBtr0081187	Nak-RA	-1.9005	0.5402900063954975	0.33569	2.84068	2.4303658799999996	0.5402900063954975	0.33569
FBtr0074392	CG18258-RA	-0.30966	NOTEST	NOTEST	0.00061	0.0	NOTEST	NOTEST
FBtr0113830	Maf1-RC	-1.57585	NOTEST	NOTEST	0.30847	0.0	NOTEST	NOTEST
FBtr0452146	Rab3-GEF-RJ	-1.61279	0.48849090494611774	0.28099	0.61926	0.46631475	0.48849090494611774	0.28099
FBtr0072754	ABCB7-RA	-3.43825	0.7973374424071463	0.6739	0.09577	0.208791695	0.7973256107193231	0.67389
FBtr0082819	CG14367-RA	-0.64837	0.29624522435222245	0.11154	0.04995	0.02350639	0.2961534029976779	0.11149
FBtr0305078	CG30334-RB	-0.44644	NOTEST	NOTEST	0.00592	0.0	NOTEST	NOTEST
FBtr0075068	CG6841-RA	0.34753	0.1100832742857143	0.01528	0.9833	0.31521011	0.1100832742857143	0.01528
FBtr0077756	CG4271-RA	-1.52296	NOTEST	NOTEST	0.00154	0.0	NOTEST	NOTEST
FBtr0084133	Gr93a-RA	-2.09995	NOTEST	NOTEST	0.0042	0.0	NOTEST	NOTEST
FBtr0088346	CAP-RE	1.66216	0.012207388059701492	0.00013	523.73371	125.15831849	0.012207388059701492	0.00013
FBtr0304903	Taf1-RE	-0.00033	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0089583	osa-RC	0.02252	0.19649411911443718	0.05007	3.21059	1.1224478850000001	0.19649411911443718	0.05007
FBtr0333248	Pgant4-RC	-2.15757	NOTEST	NOTEST	0.00086	0.0	NOTEST	NOTEST
FBtr0081221	CG17549-RA	-3.09998	0.7413764203758655	0.59567	8.2156	14.088287485	0.7413764203758655	0.59567
FBtr0072214	SERCA-RD	-1.80907	NOTEST	NOTEST	0.00631	0.0	NOTEST	NOTEST
FBtr0085003	CG6073-RA	-1.681	0.49964314935064935	0.29352	0.39148	0.29707961	0.49959208198051946	0.29349
FBtr0339839	CG42258-RE	-6.10305	0.9620809782342871	0.93789	9.83981	125.179014725	0.9620809782342871	0.93789
FBtr0113105	Oatp58Dc-RB	-0.04736	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0100427	Acsl-RE	1.63285	0.04769067055393586	0.0026	284.39286	68.637918675	0.04769067055393586	0.0026
FBtr0079741	LManVI-RA	-2.82834	NOTEST	NOTEST	5e-05	0.0	NOTEST	NOTEST
FBtr0330053	CG15082-RB	0.10105	NOTEST	NOTEST	0.00257	0.0	NOTEST	NOTEST
FBtr0075136	CG5147-RA	-2.06541	0.5814715166104959	0.38392	0.05654	0.0516871	0.58141093403948	0.38387
FBtr0077067	Jon65Ai-RA	-1.5362	NOTEST	NOTEST	0.00063	0.0	NOTEST	NOTEST
FBtr0334846	RapGAP1-RD	0.32849	0.16328973563218388	0.03383	0.50039	0.16537959000000002	0.1632702147239264	0.03383
FBtr0113028	MICU1-RB	-1.6762	0.4940361907364394	0.28736	4.29717	3.2878789	0.4940533829758164	0.28737
FBtr0299637	rn-RC	-2.30946	NOTEST	NOTEST	0.02961	0.0	NOTEST	NOTEST
FBtr0329992	Sema2b-RD	1.13648	0.01733372448979592	0.00027	0.11499	0.031977505	0.01733372448979592	0.00027
FBtr0347109	pre-mod(mdg4)-B-RB	-4.02235	NOTEST	NOTEST	0.00225	0.0	NOTEST	NOTEST
FBtr0078063	ush-RA	-1.19415	NOTEST	NOTEST	0.00762	0.0	NOTEST	NOTEST
FBtr0081709	CG17917-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0304653	sm-RJ	-3.38403	NOTEST	NOTEST	0.00366	0.0	NOTEST	NOTEST
FBtr0088073	Tret1-1-RA	-1.28203	NOTEST	NOTEST	0.87201	0.0	NOTEST	NOTEST
FBtr0329856	esn-RB	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0075537	CG18081-RA	-0.93006	0.3419455939123979	0.14642	4.08848	2.18563802	0.3419455939123979	0.14642
FBtr0300259	fkh-RB	0.22946	0.15309918066366243	0.0297	0.40355	0.13670959	0.15309918066366243	0.0297
FBtr0074476	CG8188-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0076908	CG14823-RD	2.22594	0.02275648936170213	0.00051	3.65124	0.83538261	0.02275648936170213	0.00051
FBtr0289967	ppk29-RD	-4.30249	NOTEST	NOTEST	0.02428	0.0	NOTEST	NOTEST
FBtr0083623	CG7218-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0303691	para-RAO	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0344159	wapl-RC	-0.28284	0.23685647058823528	0.07229	0.13023	0.051577195000000006	0.23685647058823528	0.07228
FBtr0345332	RpL36A-RB	-1.08093	0.3791814361068573	0.17708	286.86201	170.39668263	0.379138614939595	0.17708
FBtr0084056	CG17298-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0334912	cno-RH	-2.35586	NOTEST	NOTEST	3e-05	0.0	NOTEST	NOTEST
FBtr0090017	MRP-RE	-4.90054	NOTEST	NOTEST	0.00166	0.0	NOTEST	NOTEST
FBtr0077020	CG13297-RA	0.09527	NOTEST	NOTEST	0.00205	0.0	NOTEST	NOTEST
FBtr0100379	CG3164-RD	-3.65734	0.8233362348512671	0.71249	41.86076	103.53294581	0.8233362348512671	0.71249
FBtr0345537	CG9304-RB	0.81068	NOTEST	NOTEST	0.35707	0.0	NOTEST	NOTEST
FBtr0087285	CG30089-RA	-0.91355	0.34900236480293306	0.1513	0.10773	0.05749185	0.34900236480293306	0.1513
FBtr0330215	Flo2-RJ	-1.78814	0.522427579526116	0.31716	2.71325	2.1676673500000003	0.522427579526116	0.31716
FBtr0342842	ktub-RC	-0.00995	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0309854	CG42870-RB	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0302659	prage-RF	-2.41465	0.6565019717698155	0.48047	0.04846	0.056397260000000005	0.6564229590617874	0.48041
